Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
90	07:41:28	07:41:28	07:41:28	07:41:28	07:42:00	07:42:00	07:42:00	07:42:02	07:42:02	07:42:02	07:42:11	07:42:11	07:42:11	07:42:11	07:42:11	07:42:11	07:42:11	07:42:11	07:42:14	07:42:14		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
91	07:42:14	07:42:14	07:42:14	07:42:14	07:42:45	07:42:45			07:42:45	07:42:45	07:42:49	07:42:49	07:42:49	07:42:49	07:42:49	07:42:49			07:42:50	07:42:50		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
92	07:42:50	07:42:50	07:42:50	07:42:50	07:43:21	07:43:21			07:43:21	07:43:21	07:43:26	07:43:26	07:43:26	07:43:26	07:43:26	07:43:26			07:43:26	07:43:26		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
93	07:43:26	07:43:26	07:43:26	07:43:26	07:43:57	07:43:57			07:43:57	07:43:57	07:44:02	07:44:02	07:44:02	07:44:02	07:44:02	07:44:02			07:44:02	07:44:02		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
94	07:44:02	07:44:02	07:44:02	07:44:02	07:44:33	07:44:33			07:44:33	07:44:33	07:44:37	07:44:37	07:44:37	07:44:37	07:44:37	07:44:37			07:44:38	07:44:38		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
95	07:44:38	07:44:38	07:44:38	07:44:38	07:45:10	07:45:10			07:45:10	07:45:10	07:45:18	07:45:18	07:45:18	07:45:18	07:45:18	07:45:18			07:45:19	07:45:19		00:00:00	00:00:31		00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:40
96	07:45:19	07:45:19	07:45:19	07:45:19	07:45:51	07:45:51			07:45:51	07:45:51	07:45:56	07:45:56	07:45:56	07:45:56	07:45:56	07:45:56			07:45:56	07:45:56		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
97	07:45:56	07:45:56	07:45:56	07:45:56	07:46:27	07:46:27			07:46:27	07:46:27	07:46:31	07:46:31	07:46:31	07:46:31	07:46:31	07:46:31			07:46:32	07:46:32		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
98	07:46:32	07:46:32	07:46:32	07:46:32	07:47:05	07:47:05			07:47:05	07:47:05	07:47:09	07:47:09	07:47:09	07:47:09	07:47:09	07:47:09			07:47:09	07:47:09		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
99	07:47:10	07:47:10	07:47:10	07:47:10	07:47:40	07:47:40			07:47:40	07:47:40	07:47:44	07:47:44	07:47:44	07:47:44	07:47:44	07:47:44			07:47:45	07:47:45		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
100	07:47:45	07:47:45	07:47:45	07:47:45	07:48:15	07:48:15	07:48:15	07:48:17	07:48:17	07:48:17	07:48:27	07:48:27	07:48:27	07:48:27	07:48:27	07:48:27	07:48:27	07:48:27	07:48:29	07:48:29		00:00:00	00:00:30	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:44
101	07:48:29	07:48:29	07:48:29	07:48:29	07:49:00	07:49:00			07:49:00	07:49:00	07:49:04	07:49:04	07:49:04	07:49:04	07:49:04	07:49:04			07:49:05	07:49:05		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
102	07:49:05	07:49:05	07:49:05	07:49:05	07:49:36	07:49:36			07:49:36	07:49:36	07:49:40	07:49:40	07:49:40	07:49:40	07:49:40	07:49:40			07:49:41	07:49:41		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
103	07:49:41	07:49:41	07:49:41	07:49:41	07:50:14	07:50:14			07:50:14	07:50:14	07:50:19	07:50:19	07:50:19	07:50:19	07:50:19	07:50:19			07:50:19	07:50:19		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
104	07:50:19	07:50:19	07:50:19	07:50:19	07:50:50	07:50:50			07:50:50	07:50:50	07:50:54	07:50:54	07:50:54	07:50:54	07:50:54	07:50:54			07:50:54	07:50:54		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
105	07:50:55	07:50:55	07:50:55	07:50:55	07:51:26	07:51:26			07:51:26	07:51:26	07:51:35	07:51:35	07:51:35	07:51:35	07:51:35	07:51:35			07:51:35	07:51:35		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:40
106	07:51:35	07:51:35	07:51:35	07:51:35	07:52:06	07:52:06			07:52:06	07:52:06	07:52:10	07:52:10	07:52:10	07:52:10	07:52:10	07:52:10			07:52:11	07:52:11		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
107	07:52:11	07:52:11	07:52:11	07:52:11	07:52:42	07:52:42			07:52:42	07:52:42	07:52:46	07:52:46	07:52:46	07:52:46	07:52:46	07:52:46			07:52:47	07:52:47		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
108	07:52:47	07:52:47	07:52:47	07:52:47	07:53:20	07:53:20			07:53:20	07:53:20	07:53:24	07:53:24	07:53:24	07:53:24	07:53:24	07:53:24			07:53:25	07:53:25		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
109	07:53:25	07:53:25	07:53:25	07:53:25	07:53:57	07:53:57			07:53:57	07:53:57	07:54:01	07:54:01	07:54:01	07:54:01	07:54:01	07:54:01			07:54:02	07:54:02		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
110	07:54:02	07:54:02	07:54:02	07:54:02	07:54:33	07:54:33	07:54:33	07:54:36	07:54:36	07:54:36	07:54:45	07:54:45	07:54:45	07:54:45	07:54:45	07:54:45	07:54:45	07:54:45	07:54:47	07:54:47		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
111	07:54:48	07:54:48	07:54:48	07:54:48	07:55:19	07:55:19			07:55:19	07:55:19	07:55:23	07:55:23	07:55:23	07:55:23	07:55:23	07:55:23			07:55:24	07:55:24		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
112	07:55:24	07:55:24	07:55:24	07:55:24	07:55:56	07:55:56			07:55:56	07:55:56	07:56:01	07:56:01	07:56:01	07:56:01	07:56:01	07:56:01			07:56:01	07:56:01		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
113	07:56:01	07:56:01	07:56:01	07:56:01	07:56:33	07:56:33			07:56:33	07:56:33	07:56:38	07:56:38	07:56:38	07:56:38	07:56:38	07:56:38			07:56:38	07:56:38		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
114	07:56:38	07:56:38	07:56:38	07:56:38	07:57:10	07:57:10			07:57:10	07:57:10	07:57:15	07:57:15	07:57:15	07:57:15	07:57:15	07:57:15			07:57:15	07:57:15		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
115	07:57:15	07:57:15	07:57:15	07:57:15	07:57:47	07:57:47			07:57:47	07:57:47	07:57:56	07:57:56	07:57:56	07:57:56	07:57:56	07:57:56			07:57:57	07:57:57		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
116	07:57:57	07:57:57	07:57:57	07:57:57	07:58:30	07:58:30			07:58:30	07:58:30	07:58:35	07:58:35	07:58:35	07:58:35	07:58:35	07:58:35			07:58:35	07:58:35		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
117	07:58:35	07:58:35	07:58:35	07:58:35	07:59:06	07:59:06			07:59:06	07:59:06	07:59:10	07:59:10	07:59:10	07:59:10	07:59:10	07:59:10			07:59:11	07:59:11		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
118	07:59:11	07:59:11	07:59:11	07:59:11	07:59:43	07:59:43			07:59:43	07:59:43	07:59:47	07:59:47	07:59:47	07:59:47	07:59:47	07:59:47			07:59:48	07:59:48		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
119	07:59:48	07:59:48	07:59:48	07:59:48	08:00:18	08:00:18			08:00:18	08:00:18	08:00:23	08:00:23	08:00:23	08:00:23	08:00:23	08:00:23			08:00:23	08:00:23		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
120	08:00:24	08:00:24	08:00:24	08:00:24	08:00:55	08:00:55	08:00:55	08:00:57	08:00:57	08:00:57	08:01:07	08:01:07	08:01:07	08:01:07	08:01:07	08:01:07	08:01:07	08:01:07	08:01:09	08:01:09		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
121	08:01:09	08:01:09	08:01:09	08:01:09	08:01:42	08:01:42			08:01:42	08:01:42	08:01:47	08:01:47	08:01:47	08:01:47	08:01:47	08:01:47			08:01:47	08:01:47		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
122	08:01:47	08:01:47	08:01:47	08:01:47	08:02:19	08:02:19			08:02:19	08:02:19	08:02:23	08:02:23	08:02:23	08:02:23	08:02:23	08:02:23			08:02:24	08:02:24		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
123	08:02:24	08:02:24	08:02:24	08:02:24	08:02:55	08:02:55			08:02:55	08:02:55	08:02:59	08:02:59	08:02:59	08:02:59	08:02:59	08:02:59			08:03:00	08:03:00		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
124	08:03:00	08:03:00	08:03:00	08:03:00	08:03:29	08:03:29			08:03:29	08:03:29	08:03:34	08:03:34	08:03:34	08:03:34	08:03:34	08:03:34			08:03:35	08:03:35		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
125	08:03:35	08:03:35	08:03:35	08:03:35	08:04:07	08:04:07			08:04:07	08:04:07	08:04:16	08:04:16	08:04:16	08:04:16	08:04:16	08:04:16			08:04:17	08:04:17		00:00:00	00:00:32		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
126	08:04:17	08:04:17	08:04:17	08:04:17	08:04:50	08:04:50			08:04:50	08:04:50	08:04:54	08:04:54	08:04:54	08:04:54	08:04:54	08:04:54			08:04:55	08:04:55		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
127	08:04:55	08:04:55	08:04:55	08:04:55	08:05:26	08:05:26			08:05:26	08:05:26	08:05:31	08:05:31	08:05:31	08:05:31	08:05:31	08:05:31			08:05:31	08:05:31		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
128	08:05:31	08:05:31	08:05:31	08:05:31	08:06:02	08:06:02			08:06:02	08:06:02	08:06:07	08:06:07	08:06:07	08:06:07	08:06:07	08:06:07			08:06:08	08:06:08		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
129	08:06:08	08:06:08	08:06:08	08:06:08	08:06:40	08:06:40			08:06:40	08:06:40	08:06:44	08:06:44	08:06:44	08:06:44	08:06:44	08:06:44			08:06:45	08:06:45		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
130	08:06:45	08:06:45	08:06:45	08:06:45	08:07:15	08:07:15	08:07:15	08:07:17	08:07:17	08:07:17	08:07:27	08:07:27	08:07:27	08:07:27	08:07:27	08:07:27	08:07:27	08:07:27	08:07:29	08:07:29		00:00:00	00:00:30	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:44
131	08:07:29	08:07:29	08:07:29	08:07:29	08:08:00	08:08:00			08:08:00	08:08:00	08:08:05	08:08:05	08:08:05	08:08:05	08:08:05	08:08:05			08:08:05	08:08:05		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
132	08:08:05	08:08:05	08:08:05	08:08:05	08:08:37	08:08:37			08:08:37	08:08:37	08:08:41	08:08:41	08:08:41	08:08:41	08:08:41	08:08:41			08:08:42	08:08:42		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
133	08:08:42	08:08:42	08:08:42	08:08:42	08:09:13	08:09:13			08:09:13	08:09:13	08:09:18	08:09:18	08:09:18	08:09:18	08:09:18	08:09:18			08:09:18	08:09:18		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
134	08:09:18	08:09:18	08:09:18	08:09:18	08:09:50	08:09:50			08:09:50	08:09:50	08:09:54	08:09:54	08:09:54	08:09:54	08:09:54	08:09:54			08:09:54	08:09:54		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
135	08:09:55	08:09:55	08:09:55	08:09:55	08:10:25	08:10:25			08:10:26	08:10:26	08:10:35	08:10:35	08:10:35	08:10:35	08:10:35	08:10:35			08:10:36	08:10:36		00:00:00	00:00:30		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
136	08:10:36	08:10:36	08:10:36	08:10:36	08:11:08	08:11:08			08:11:08	08:11:08	08:11:12	08:11:12	08:11:12	08:11:12	08:11:12	08:11:12			08:11:12	08:11:12		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
137	08:11:13	08:11:13	08:11:13	08:11:13	08:11:42	08:11:42			08:11:42	08:11:42	08:11:46	08:11:46	08:11:46	08:11:46	08:11:46	08:11:46			08:11:47	08:11:47		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
138	08:11:47	08:11:47	08:11:47	08:11:47	08:12:19	08:12:19			08:12:19	08:12:19	08:12:23	08:12:23	08:12:23	08:12:23	08:12:23	08:12:23			08:12:24	08:12:24		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
139	08:12:24	08:12:24	08:12:24	08:12:24	08:12:57	08:12:57			08:12:57	08:12:57	08:13:01	08:13:01	08:13:01	08:13:01	08:13:01	08:13:01			08:13:02	08:13:02		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
140	08:13:02	08:13:02	08:13:02	08:13:02	08:13:34	08:13:34	08:13:34	08:13:36	08:13:36	08:13:36	08:13:46	08:13:46	08:13:46	08:13:46	08:13:46	08:13:46	08:13:46	08:13:46	08:13:48	08:13:48		00:00:00	00:00:32	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
141	08:13:48	08:13:48	08:13:48	08:13:48	08:14:20	08:14:20			08:14:20	08:14:20	08:14:24	08:14:24	08:14:24	08:14:24	08:14:24	08:14:24			08:14:25	08:14:25		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
142	08:14:25	08:14:25	08:14:25	08:14:25	08:14:58	08:14:58			08:14:58	08:14:58	08:15:02	08:15:02	08:15:02	08:15:02	08:15:02	08:15:02			08:15:03	08:15:03		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
143	08:15:03	08:15:03	08:15:03	08:15:03	08:15:34	08:15:34			08:15:34	08:15:34	08:15:38	08:15:38	08:15:38	08:15:38	08:15:39	08:15:39			08:15:39	08:15:39		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
144	08:15:39	08:15:39	08:15:39	08:15:39	08:16:13	08:16:13			08:16:13	08:16:13	08:16:17	08:16:17	08:16:17	08:16:17	08:16:17	08:16:17			08:16:18	08:16:18		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
145	08:16:18	08:16:18	08:16:18	08:16:18	08:16:50	08:16:50			08:16:50	08:16:50	08:16:59	08:16:59	08:16:59	08:16:59	08:16:59	08:16:59			08:17:00	08:17:00		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
146	08:17:00	08:17:00	08:17:00	08:17:00	08:17:31	08:17:31			08:17:31	08:17:31	08:17:35	08:17:35	08:17:35	08:17:35	08:17:35	08:17:35			08:17:36	08:17:36		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
147	08:17:36	08:17:36	08:17:36	08:17:36	08:18:09	08:18:09			08:18:09	08:18:09	08:18:13	08:18:13	08:18:13	08:18:13	08:18:13	08:18:13			08:18:14	08:18:14		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
148	08:18:14	08:18:14	08:18:14	08:18:14	08:18:44	08:18:44			08:18:44	08:18:44	08:18:48	08:18:48	08:18:48	08:18:48	08:18:48	08:18:48			08:18:49	08:18:49		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
149	08:18:49	08:18:49	08:18:49	08:18:49	08:19:20	08:19:20			08:19:20	08:19:20	08:19:24	08:19:24	08:19:24	08:19:24	08:19:24	08:19:24			08:19:25	08:19:25		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
150	08:19:25	08:19:25	08:19:25	08:19:25	08:19:57	08:19:57	08:19:57	08:19:59	08:19:59	08:19:59	08:20:09	08:20:09	08:20:09	08:20:09	08:20:09	08:20:09	08:20:09	08:20:09	08:20:11	08:20:11		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
151	08:20:11	08:20:11	08:20:11	08:20:11	08:20:41	08:20:41			08:20:41	08:20:41	08:20:45	08:20:45	08:20:45	08:20:45	08:20:45	08:20:45			08:20:46	08:20:46		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
152	08:20:46	08:20:46	08:20:46	08:20:46	08:21:17	08:21:17			08:21:17	08:21:17	08:21:22	08:21:22	08:21:22	08:21:22	08:21:22	08:21:22			08:21:22	08:21:22		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
153	08:21:22	08:21:22	08:21:22	08:21:22	08:21:54	08:21:54			08:21:54	08:21:54	08:21:58	08:21:58	08:21:58	08:21:58	08:21:58	08:21:58			08:21:59	08:21:59		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
154	08:21:59	08:21:59	08:21:59	08:21:59	08:22:32	08:22:32			08:22:32	08:22:32	08:22:37	08:22:37	08:22:37	08:22:37	08:22:37	08:22:37			08:22:37	08:22:37		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
155	08:22:37	08:22:37	08:22:37	08:22:37	08:23:09	08:23:09			08:23:09	08:23:09	08:23:18	08:23:18	08:23:18	08:23:18	08:23:18	08:23:18			08:23:19	08:23:19		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
156	08:23:19	08:23:19	08:23:19	08:23:19	08:23:51	08:23:51			08:23:51	08:23:51	08:23:55	08:23:55	08:23:55	08:23:55	08:23:55	08:23:55			08:23:56	08:23:56		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
157	08:23:56	08:23:56	08:23:56	08:23:56	08:24:28	08:24:28			08:24:28	08:24:28	08:24:33	08:24:33	08:24:33	08:24:33	08:24:33	08:24:33			08:24:34	08:24:34		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
158	08:24:34	08:24:34	08:24:34	08:24:34	08:25:06	08:25:06			08:25:06	08:25:06	08:25:10	08:25:10	08:25:10	08:25:10	08:25:10	08:25:10			08:25:11	08:25:11		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
159	08:25:11	08:25:11	08:25:11	08:25:11	08:25:43	08:25:43			08:25:44	08:25:44	08:25:48	08:25:48	08:25:48	08:25:48	08:25:48	08:25:48			08:25:49	08:25:49		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
160	08:25:49	08:25:49	08:25:49	08:25:49	08:26:20	08:26:20	08:26:20	08:26:22	08:26:22	08:26:22	08:26:31	08:26:31	08:26:31	08:26:31	08:26:31	08:26:31	08:26:31	08:26:31	08:26:33	08:26:33		00:00:00	00:00:30	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:44
161	08:26:34	08:26:34	08:26:34	08:26:34	08:27:05	08:27:05			08:27:05	08:27:05	08:27:09	08:27:09	08:27:09	08:27:09	08:27:09	08:27:09			08:27:10	08:27:10		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
162	08:27:10	08:27:10	08:27:10	08:27:10	08:27:42	08:27:42			08:27:42	08:27:42	08:27:46	08:27:46	08:27:46	08:27:46	08:27:46	08:27:46			08:27:47	08:27:47		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
163	08:27:47	08:27:47	08:27:47	08:27:47	08:28:19	08:28:19			08:28:19	08:28:19	08:28:23	08:28:23	08:28:23	08:28:23	08:28:23	08:28:23			08:28:24	08:28:24		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
164	08:28:24	08:28:24	08:28:24	08:28:24	08:28:56	08:28:56			08:28:56	08:28:56	08:29:00	08:29:00	08:29:00	08:29:00	08:29:00	08:29:00			08:29:01	08:29:01		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
165	08:29:01	08:29:01	08:29:01	08:29:01	08:29:34	08:29:34			08:29:34	08:29:34	08:29:43	08:29:43	08:29:43	08:29:43	08:29:43	08:29:43			08:29:44	08:29:44		00:00:00	00:00:32		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:42
166	08:29:44	08:29:44	08:29:44	08:29:44	08:30:16	08:30:16			08:30:16	08:30:16	08:30:20	08:30:20	08:30:20	08:30:20	08:30:20	08:30:20			08:30:21	08:30:21		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
167	08:30:21	08:30:21	08:30:21	08:30:21	08:30:53	08:30:53			08:30:53	08:30:53	08:30:57	08:30:57	08:30:57	08:30:57	08:30:57	08:30:57			08:30:58	08:30:58		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
168	08:30:58	08:30:58	08:30:58	08:30:58	08:31:30	08:31:30			08:31:30	08:31:30	08:31:34	08:31:34	08:31:34	08:31:34	08:31:34	08:31:34			08:31:34	08:31:34		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
169	08:31:35	08:31:35	08:31:35	08:31:35	08:32:06	08:32:06			08:32:06	08:32:06	08:32:10	08:32:10	08:32:10	08:32:10	08:32:10	08:32:10			08:32:11	08:32:11		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
170	08:32:11	08:32:11	08:32:11	08:32:11	08:32:41	08:32:41	08:32:41	08:32:43	08:32:43	08:32:43	08:32:53	08:32:53	08:32:53	08:32:53	08:32:53	08:32:53	08:32:53	08:32:53	08:32:55	08:32:55		00:00:00	00:00:29	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:43
171	08:32:55	08:32:55	08:32:55	08:32:55	08:33:26	08:33:26			08:33:26	08:33:26	08:33:30	08:33:30	08:33:30	08:33:30	08:33:30	08:33:30			08:33:31	08:33:31		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
172	08:33:31	08:33:31	08:33:31	08:33:31	08:34:04	08:34:04			08:34:04	08:34:04	08:34:08	08:34:08	08:34:08	08:34:08	08:34:08	08:34:08			08:34:09	08:34:09		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
173	08:34:09	08:34:09	08:34:09	08:34:09	08:34:40	08:34:40			08:34:40	08:34:40	08:34:44	08:34:44	08:34:44	08:34:44	08:34:44	08:34:44			08:34:45	08:34:45		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
174	08:34:45	08:34:45	08:34:45	08:34:45	08:35:16	08:35:16			08:35:16	08:35:16	08:35:20	08:35:20	08:35:20	08:35:20	08:35:20	08:35:20			08:35:21	08:35:21		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
175	08:35:21	08:35:21	08:35:21	08:35:21	08:35:53	08:35:53			08:35:53	08:35:53	08:36:02	08:36:02	08:36:02	08:36:02	08:36:02	08:36:02			08:36:03	08:36:03		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
176	08:36:03	08:36:03	08:36:03	08:36:03	08:36:36	08:36:36			08:36:36	08:36:36	08:36:40	08:36:40	08:36:40	08:36:40	08:36:40	08:36:40			08:36:41	08:36:41		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
177	08:36:41	08:36:41	08:36:41	08:36:41	08:37:12	08:37:12			08:37:12	08:37:12	08:37:16	08:37:16	08:37:16	08:37:16	08:37:16	08:37:16			08:37:17	08:37:17		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
178	08:37:17	08:37:17	08:37:17	08:37:17	08:37:48	08:37:48			08:37:48	08:37:48	08:37:52	08:37:52	08:37:52	08:37:52	08:37:52	08:37:52			08:37:53	08:37:53		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
179	08:37:53	08:37:53	08:37:53	08:37:53	08:38:23	08:38:23			08:38:23	08:38:23	08:38:27	08:38:27	08:38:27	08:38:27	08:38:27	08:38:27			08:38:28	08:38:28		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
180	08:38:28	08:38:28	08:38:28	08:38:28	08:39:00	08:39:00	08:39:00	08:39:02	08:39:02	08:39:02	08:39:12	08:39:12	08:39:12	08:39:12	08:39:12	08:39:12	08:39:12	08:39:12	08:39:14	08:39:14		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:46
