tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,data_density
114P04549,2018-05-14 09:00:00,10.67,28.00,65.00,24.95,A
114P04549,2018-05-14 10:00:00,49.44,28.00,65.00,5.38,A
114P04549,2018-05-14 11:00:00,33.59,44.00,65.00,7.92,C
114P04549,2018-05-14 12:00:00,50.51,52.00,65.00,5.27,C
114P04549,2018-05-14 13:00:00,53.31,50.00,65.00,4.99,C
114P04549,2018-05-14 14:00:00,42.35,50.00,65.00,6.28,B
114P04549,2018-05-14 15:00:00,46.51,50.00,65.00,5.72,C
114P04549,2018-05-14 16:00:00,43.51,45.00,65.00,6.11,A
114P04549,2018-05-14 17:00:00,48.46,38.00,65.00,5.49,C
114P04549,2018-05-14 18:00:00,53.07,44.00,65.00,5.01,B
114P04549,2018-05-14 19:00:00,57.36,55.00,65.00,4.64,B
114P04549,2018-05-14 20:00:00,59.72,54.00,65.00,4.46,B
114P04549,2018-05-14 21:00:00,57.06,59.00,65.00,4.66,B
114P04549,2018-05-14 23:00:00,56.43,54.00,65.00,4.72,B
114-08102,2018-05-14 00:00:00,29.42,,38.00,7.37,A
114-08102,2018-05-14 03:00:00,34.00,,38.00,6.37,A
114-08102,2018-05-14 04:00:00,17.83,,38.00,12.16,A
114-08102,2018-05-14 05:00:00,22.13,,38.00,9.79,B
114-08102,2018-05-14 06:00:00,27.93,,38.00,7.76,A
114-08102,2018-05-14 07:00:00,17.79,,38.00,12.18,C
114-08102,2018-05-14 08:00:00,25.01,,38.00,8.66,B
114-08102,2018-05-14 09:00:00,21.28,,38.00,10.18,B
114-08102,2018-05-14 10:00:00,15.21,,38.00,14.25,C
114-08102,2018-05-14 11:00:00,12.01,,38.00,18.04,C
114-08102,2018-05-14 12:00:00,11.65,,38.00,18.60,B
114-08102,2018-05-14 13:00:00,10.66,,38.00,20.33,C
114-08102,2018-05-14 14:00:00,8.27,,38.00,26.20,C
114-08102,2018-05-14 15:00:00,6.65,,38.00,32.58,B
114-08102,2018-05-14 16:00:00,4.62,,38.00,46.95,A
114-08102,2018-05-14 17:00:00,6.00,,38.00,36.12,A
114-08102,2018-05-14 18:00:00,15.30,,38.00,14.16,B
114-08102,2018-05-14 19:00:00,27.70,,38.00,7.82,A
114-08102,2018-05-14 20:00:00,24.69,,38.00,8.78,B
114-08102,2018-05-14 21:00:00,24.54,,38.00,8.83,A
114-08102,2018-05-14 23:00:00,35.34,,38.00,6.13,A
114P04548,2018-05-14 03:00:00,52.83,56.00,65.00,9.91,A
114P04548,2018-05-14 04:00:00,56.46,55.00,65.00,9.28,A
114P04548,2018-05-14 05:00:00,46.31,41.00,65.00,11.31,B
114P04548,2018-05-14 06:00:00,26.78,29.00,65.00,19.56,B
114P04548,2018-05-14 07:00:00,22.58,23.00,65.00,23.19,C
114P04548,2018-05-14 08:00:00,28.79,23.00,65.00,18.19,C
114P04548,2018-05-14 09:00:00,11.48,23.00,65.00,45.61,A
114P04548,2018-05-14 10:00:00,21.44,23.00,65.00,24.43,B
114P04548,2018-05-14 11:00:00,30.94,40.00,65.00,16.93,C
114P04548,2018-05-14 12:00:00,46.41,49.00,65.00,11.28,C
114P04548,2018-05-14 13:00:00,43.51,49.00,65.00,12.04,C
114P04548,2018-05-14 14:00:00,28.01,39.00,65.00,18.70,C
114P04548,2018-05-14 15:00:00,30.59,34.00,65.00,17.12,B
114P04548,2018-05-14 16:00:00,22.32,34.00,65.00,23.47,A
114P04548,2018-05-14 17:00:00,32.73,33.00,65.00,16.00,C
114P04548,2018-05-14 18:00:00,40.36,42.00,65.00,12.98,B
114P04548,2018-05-14 19:00:00,55.03,54.00,65.00,9.52,B
114P04548,2018-05-14 20:00:00,57.59,56.00,65.00,9.09,B
114P04548,2018-05-14 21:00:00,53.89,57.00,65.00,9.72,B
114P04548,2018-05-14 23:00:00,46.52,54.00,65.00,11.26,B
114-08101,2018-05-14 00:00:00,26.76,,38.00,19.22,A
114-08101,2018-05-14 02:00:00,13.00,17.00,38.00,39.57,A
114-08101,2018-05-14 03:00:00,32.00,,38.00,16.08,A
114-08101,2018-05-14 04:00:00,20.25,,38.00,25.41,A
114-08101,2018-05-14 05:00:00,26.06,22.00,38.00,19.74,B
114-08101,2018-05-14 06:00:00,27.09,8.00,38.00,18.99,A
114-08101,2018-05-14 07:00:00,18.58,14.00,38.00,27.68,C
114-08101,2018-05-14 08:00:00,24.57,11.00,38.00,20.94,B
114-08101,2018-05-14 09:00:00,16.32,11.00,38.00,31.52,C
114-08101,2018-05-14 10:00:00,17.63,15.00,38.00,29.18,C
114-08101,2018-05-14 11:00:00,12.70,12.00,38.00,40.52,C
114-08101,2018-05-14 12:00:00,10.87,10.00,38.00,47.33,C
114-08101,2018-05-14 13:00:00,10.99,15.00,38.00,46.82,C
114-08101,2018-05-14 14:00:00,10.59,11.00,38.00,48.56,C
114-08101,2018-05-14 15:00:00,5.59,9.00,38.00,91.99,C
114-08101,2018-05-14 16:00:00,4.69,12.00,38.00,109.74,B
114-08101,2018-05-14 17:00:00,6.67,14.00,38.00,77.16,A
114-08101,2018-05-14 18:00:00,13.63,16.00,38.00,37.74,B
114-08101,2018-05-14 19:00:00,27.58,15.00,38.00,18.65,A
114-08101,2018-05-14 20:00:00,21.64,23.00,38.00,23.78,B
114-08101,2018-05-14 21:00:00,22.65,22.00,38.00,22.72,A
114-08101,2018-05-14 22:00:00,20.00,21.00,38.00,25.72,A
114-08101,2018-05-14 23:00:00,35.34,16.00,38.00,14.55,A
114-15723,2018-05-14 04:00:00,9.00,18.00,30.00,62.37,A
114-15723,2018-05-14 06:00:00,10.66,13.00,30.00,52.65,A
114-15723,2018-05-14 07:00:00,12.50,13.00,30.00,44.90,B
114-15723,2018-05-14 08:00:00,10.83,10.00,30.00,51.81,B
114-15723,2018-05-14 09:00:00,13.32,10.00,30.00,42.16,A
114-15723,2018-05-14 10:00:00,11.12,10.00,30.00,50.49,A
114-15723,2018-05-14 11:00:00,9.26,10.00,30.00,60.60,A
114-15723,2018-05-14 12:00:00,21.49,13.00,30.00,26.12,A
114-15723,2018-05-14 13:00:00,12.80,9.00,30.00,43.87,A
114-15723,2018-05-14 14:00:00,12.00,11.00,30.00,46.78,A
114-15723,2018-05-14 15:00:00,8.29,8.00,30.00,67.74,A
114-15723,2018-05-14 16:00:00,8.40,8.00,30.00,66.83,A
114-15723,2018-05-14 17:00:00,8.07,8.00,30.00,69.58,A
114-15723,2018-05-14 18:00:00,9.53,9.00,30.00,58.91,A
114-15723,2018-05-14 19:00:00,9.00,10.00,30.00,62.37,A
114-15723,2018-05-14 20:00:00,12.21,13.00,30.00,45.96,A
114-15723,2018-05-14 21:00:00,11.44,11.00,30.00,49.08,B
114-15723,2018-05-14 22:00:00,20.93,13.00,30.00,26.82,A
114+15710,2018-05-14 04:00:00,8.00,8.00,26.00,153.88,A
114+15710,2018-05-14 06:00:00,11.31,7.00,26.00,108.81,A
114+15710,2018-05-14 07:00:00,8.83,8.00,26.00,139.46,B
114+15710,2018-05-14 08:00:00,6.30,8.00,26.00,195.43,B
114+15710,2018-05-14 09:00:00,7.33,7.00,26.00,167.93,B
114+15710,2018-05-14 10:00:00,5.83,8.00,26.00,211.16,A
114+15710,2018-05-14 11:00:00,5.52,9.00,26.00,223.09,B
114+15710,2018-05-14 12:00:00,10.51,8.00,26.00,117.10,A
114+15710,2018-05-14 13:00:00,12.00,9.00,26.00,102.59,A
114+15710,2018-05-14 14:00:00,23.00,8.00,26.00,53.52,A
114+15710,2018-05-14 15:00:00,6.09,9.00,26.00,202.25,A
114+15710,2018-05-14 16:00:00,9.37,8.00,26.00,131.35,A
114+15710,2018-05-14 17:00:00,8.57,7.00,26.00,143.63,A
114+15710,2018-05-14 18:00:00,7.48,8.00,26.00,164.57,B
114+15710,2018-05-14 19:00:00,10.29,8.00,26.00,119.69,A
114+15710,2018-05-14 20:00:00,5.66,9.00,26.00,217.49,B
114+15710,2018-05-14 21:00:00,6.46,10.00,26.00,190.52,A
114+15710,2018-05-14 22:00:00,10.29,10.00,26.00,119.69,A
114+15710,2018-05-14 23:00:00,17.00,8.00,26.00,72.42,A
114+11599,2018-05-14 04:00:00,39.00,50.00,27.00,67.81,A
114+11599,2018-05-14 05:00:00,15.00,12.00,27.00,176.32,A
114+11599,2018-05-14 06:00:00,13.69,12.00,27.00,193.13,A
114+11599,2018-05-14 07:00:00,10.35,9.00,27.00,255.46,B
114+11599,2018-05-14 08:00:00,8.63,9.00,27.00,306.38,C
114+11599,2018-05-14 09:00:00,14.27,9.00,27.00,185.30,B
114+11599,2018-05-14 10:00:00,10.38,9.00,27.00,254.82,B
114+11599,2018-05-14 11:00:00,7.06,11.00,27.00,374.83,B
114+11599,2018-05-14 12:00:00,8.31,9.00,27.00,318.42,B
114+11599,2018-05-14 13:00:00,10.89,10.00,27.00,242.94,B
114+11599,2018-05-14 14:00:00,9.29,8.00,27.00,284.68,A
114+11599,2018-05-14 15:00:00,8.73,10.00,27.00,302.82,B
114+11599,2018-05-14 16:00:00,6.19,9.00,27.00,427.12,A
114+11599,2018-05-14 17:00:00,7.40,7.00,27.00,357.53,C
114+11599,2018-05-14 18:00:00,6.33,8.00,27.00,417.90,C
114+11599,2018-05-14 19:00:00,12.05,10.00,27.00,219.42,B
114+11599,2018-05-14 20:00:00,10.44,11.00,27.00,253.23,B
114+11599,2018-05-14 21:00:00,7.81,12.00,27.00,338.78,B
114+11599,2018-05-14 22:00:00,10.91,12.00,27.00,242.44,A
114+11599,2018-05-14 23:00:00,13.04,10.00,27.00,202.88,A
114-10272,2018-05-14 00:00:00,25.00,13.00,30.00,71.65,A
114-10272,2018-05-14 01:00:00,30.00,9.00,30.00,59.71,A
114-10272,2018-05-14 04:00:00,4.00,16.00,30.00,447.81,A
114-10272,2018-05-14 05:00:00,7.61,11.00,30.00,235.32,A
114-10272,2018-05-14 06:00:00,15.87,10.00,30.00,112.85,A
114-10272,2018-05-14 07:00:00,9.55,11.00,30.00,187.64,B
114-10272,2018-05-14 08:00:00,13.48,11.00,30.00,132.88,B
114-10272,2018-05-14 09:00:00,7.50,9.00,30.00,238.91,B
114-10272,2018-05-14 10:00:00,6.86,13.00,30.00,261.22,B
114-10272,2018-05-14 11:00:00,11.95,11.00,30.00,149.92,B
114-10272,2018-05-14 12:00:00,10.67,10.00,30.00,167.92,B
114-10272,2018-05-14 13:00:00,16.15,10.00,30.00,110.93,A
114-10272,2018-05-14 14:00:00,6.77,10.00,30.00,264.62,A
114-10272,2018-05-14 15:00:00,9.89,10.00,30.00,181.15,B
114-10272,2018-05-14 16:00:00,12.49,9.00,30.00,143.43,B
114-10272,2018-05-14 17:00:00,12.51,9.00,30.00,143.23,B
114-10272,2018-05-14 18:00:00,9.42,9.00,30.00,190.24,B
114-10272,2018-05-14 19:00:00,10.94,9.00,30.00,163.69,B
114-10272,2018-05-14 20:00:00,11.19,9.00,30.00,160.13,B
114-10272,2018-05-14 21:00:00,9.90,14.00,30.00,180.98,A
114-10272,2018-05-14 22:00:00,13.55,12.00,30.00,132.21,A
114-10272,2018-05-14 23:00:00,12.71,14.00,30.00,140.89,A
114+08224,2018-05-14 05:00:00,10.00,10.00,24.00,44.07,A
114+08224,2018-05-14 06:00:00,10.00,9.00,24.00,44.07,A
114+08224,2018-05-14 07:00:00,5.09,6.00,24.00,86.56,A
114+08224,2018-05-14 08:00:00,7.22,6.00,24.00,61.00,B
114+08224,2018-05-14 09:00:00,6.00,5.00,24.00,73.45,A
114+08224,2018-05-14 10:00:00,8.47,6.00,24.00,52.04,A
114+08224,2018-05-14 11:00:00,9.16,7.00,24.00,48.09,B
114+08224,2018-05-14 12:00:00,9.60,6.00,24.00,45.90,A
114+08224,2018-05-14 13:00:00,7.40,7.00,24.00,59.52,A
114+08224,2018-05-14 14:00:00,8.48,8.00,24.00,52.00,A
114+08224,2018-05-14 15:00:00,5.06,7.00,24.00,87.09,A
114+08224,2018-05-14 16:00:00,7.64,6.00,24.00,57.68,B
114+08224,2018-05-14 17:00:00,5.33,6.00,24.00,82.63,B
114+08224,2018-05-14 18:00:00,11.92,8.00,24.00,36.97,B
114+08224,2018-05-14 19:00:00,9.90,9.00,24.00,44.51,A
114+08224,2018-05-14 20:00:00,10.00,10.00,24.00,44.07,A
114+08224,2018-05-14 21:00:00,8.57,8.00,24.00,51.41,A
114+08224,2018-05-14 22:00:00,6.63,16.00,24.00,66.49,A
114+08225,2018-05-14 05:00:00,10.00,8.00,25.00,42.48,A
114+08225,2018-05-14 06:00:00,4.00,8.00,25.00,106.21,A
114+08225,2018-05-14 08:00:00,7.24,8.00,25.00,58.67,B
114+08225,2018-05-14 09:00:00,5.22,9.00,25.00,81.43,A
114+08225,2018-05-14 10:00:00,8.25,7.00,25.00,51.51,A
114+08225,2018-05-14 11:00:00,6.29,6.00,25.00,67.54,A
114+08225,2018-05-14 12:00:00,5.83,6.00,25.00,72.83,A
114+08225,2018-05-14 13:00:00,6.86,7.00,25.00,61.96,A
114+08225,2018-05-14 14:00:00,5.35,6.00,25.00,79.46,A
114+08225,2018-05-14 15:00:00,8.14,7.00,25.00,52.21,A
114+08225,2018-05-14 16:00:00,5.54,7.00,25.00,76.71,A
114+08225,2018-05-14 17:00:00,6.39,6.00,25.00,66.51,A
114+08225,2018-05-14 18:00:00,5.40,7.00,25.00,78.70,B
114+08225,2018-05-14 19:00:00,12.60,7.00,25.00,33.72,A
114+08225,2018-05-14 20:00:00,4.00,7.00,25.00,106.21,A
114+08225,2018-05-14 21:00:00,23.00,9.00,25.00,18.47,A
114+08225,2018-05-14 22:00:00,5.00,9.00,25.00,84.97,A
114+08104,2018-05-14 00:00:00,40.00,33.00,44.00,91.15,A
114+08104,2018-05-14 03:00:00,36.00,32.00,44.00,101.28,A
114+08104,2018-05-14 04:00:00,35.00,16.00,44.00,104.17,A
114+08104,2018-05-14 05:00:00,9.57,23.00,44.00,381.02,A
114+08104,2018-05-14 06:00:00,21.04,27.00,44.00,173.31,B
114+08104,2018-05-14 07:00:00,15.70,20.00,44.00,232.25,C
114+08104,2018-05-14 08:00:00,16.31,19.00,44.00,223.55,C
114+08104,2018-05-14 09:00:00,15.94,19.00,44.00,228.67,C
114+08104,2018-05-14 10:00:00,19.70,21.00,44.00,185.12,C
114+08104,2018-05-14 11:00:00,16.52,20.00,44.00,220.75,C
114+08104,2018-05-14 12:00:00,16.87,21.00,44.00,216.19,C
114+08104,2018-05-14 13:00:00,16.06,20.00,44.00,227.03,C
114+08104,2018-05-14 14:00:00,22.20,24.00,44.00,164.27,C
114+08104,2018-05-14 15:00:00,18.37,21.00,44.00,198.45,C
114+08104,2018-05-14 16:00:00,17.00,18.00,44.00,214.46,C
114+08104,2018-05-14 17:00:00,6.81,15.00,44.00,535.20,C
114+08104,2018-05-14 18:00:00,16.40,20.00,44.00,222.30,C
114+08104,2018-05-14 19:00:00,26.86,26.00,44.00,135.76,C
114+08104,2018-05-14 20:00:00,26.65,27.00,44.00,136.81,B
114+08104,2018-05-14 21:00:00,32.40,30.00,44.00,112.55,B
114+08104,2018-05-14 22:00:00,21.00,32.00,44.00,173.62,A
114+08104,2018-05-14 23:00:00,39.19,33.00,44.00,93.04,A
114+08100,2018-05-14 00:00:00,21.00,30.00,38.00,71.16,A
114+08100,2018-05-14 03:00:00,45.00,31.00,38.00,33.21,A
114+08100,2018-05-14 04:00:00,19.55,22.00,38.00,76.42,A
114+08100,2018-05-14 05:00:00,28.11,32.00,38.00,53.17,A
114+08100,2018-05-14 06:00:00,21.66,34.00,38.00,69.01,B
114+08100,2018-05-14 07:00:00,17.86,26.00,38.00,83.65,C
114+08100,2018-05-14 08:00:00,12.60,22.00,38.00,118.60,C
114+08100,2018-05-14 09:00:00,9.85,22.00,38.00,151.78,C
114+08100,2018-05-14 10:00:00,13.39,25.00,38.00,111.61,B
114+08100,2018-05-14 11:00:00,16.88,25.00,38.00,88.52,C
114+08100,2018-05-14 12:00:00,19.17,25.00,38.00,77.96,C
114+08100,2018-05-14 13:00:00,9.39,26.00,38.00,159.19,C
114+08100,2018-05-14 14:00:00,16.41,27.00,38.00,91.09,C
114+08100,2018-05-14 15:00:00,27.91,30.00,38.00,53.55,C
114+08100,2018-05-14 16:00:00,21.08,26.00,38.00,70.91,C
114+08100,2018-05-14 17:00:00,8.70,19.00,38.00,171.69,C
114+08100,2018-05-14 18:00:00,20.83,25.00,38.00,71.74,C
114+08100,2018-05-14 19:00:00,18.93,27.00,38.00,78.95,C
114+08100,2018-05-14 20:00:00,14.02,27.00,38.00,106.56,B
114+08100,2018-05-14 21:00:00,19.42,30.00,38.00,76.95,B
114+08100,2018-05-14 22:00:00,20.85,31.00,38.00,71.69,A
114+08100,2018-05-14 23:00:00,27.40,27.00,38.00,54.54,A
114+04549,2018-05-14 03:00:00,52.83,55.00,65.00,19.05,A
114+04549,2018-05-14 04:00:00,56.46,53.00,65.00,17.82,A
114+04549,2018-05-14 05:00:00,45.24,42.00,65.00,22.24,B
114+04549,2018-05-14 06:00:00,25.98,31.00,65.00,38.74,B
114+04549,2018-05-14 07:00:00,26.01,22.00,65.00,38.69,B
114+04549,2018-05-14 08:00:00,29.00,23.00,65.00,34.70,C
114+04549,2018-05-14 09:00:00,11.09,25.00,65.00,90.72,A
114+04549,2018-05-14 10:00:00,47.21,23.00,65.00,21.32,B
114+04549,2018-05-14 11:00:00,36.69,43.00,65.00,27.43,C
114+04549,2018-05-14 12:00:00,48.93,49.00,65.00,20.57,C
114+04549,2018-05-14 13:00:00,49.40,48.00,65.00,20.37,C
114+04549,2018-05-14 14:00:00,39.02,45.00,65.00,25.79,C
114+04549,2018-05-14 15:00:00,36.99,41.00,65.00,27.20,B
114+04549,2018-05-14 16:00:00,29.87,40.00,65.00,33.69,B
114+04549,2018-05-14 17:00:00,44.50,36.00,65.00,22.61,C
114+04549,2018-05-14 18:00:00,47.25,44.00,65.00,21.30,C
114+04549,2018-05-14 19:00:00,55.91,54.00,65.00,18.00,B
114+04549,2018-05-14 20:00:00,55.73,55.00,65.00,18.06,C
114+04549,2018-05-14 21:00:00,56.64,57.00,65.00,17.77,B
114+04549,2018-05-14 23:00:00,49.71,53.00,65.00,20.24,B
114-08210,2018-05-14 00:00:00,10.97,15.00,29.00,511.81,A
114-08210,2018-05-14 01:00:00,15.61,14.00,29.00,359.67,A
114-08210,2018-05-14 02:00:00,18.35,12.00,29.00,306.05,A
114-08210,2018-05-14 03:00:00,15.00,17.00,29.00,374.35,A
114-08210,2018-05-14 04:00:00,10.37,15.00,29.00,541.52,A
114-08210,2018-05-14 05:00:00,5.00,16.00,29.00,1123.06,A
114-08210,2018-05-14 06:00:00,14.36,15.00,29.00,390.98,B
114-08210,2018-05-14 07:00:00,12.49,13.00,29.00,449.71,C
114-08210,2018-05-14 08:00:00,11.64,11.00,29.00,482.23,C
114-08210,2018-05-14 09:00:00,12.14,12.00,29.00,462.70,C
114-08210,2018-05-14 10:00:00,12.49,12.00,29.00,449.71,C
114-08210,2018-05-14 11:00:00,9.66,11.00,29.00,581.20,C
114-08210,2018-05-14 12:00:00,12.16,11.00,29.00,461.69,C
114-08210,2018-05-14 13:00:00,10.22,11.00,29.00,549.27,C
114-08210,2018-05-14 14:00:00,10.94,11.00,29.00,513.22,C
114-08210,2018-05-14 15:00:00,9.30,11.00,29.00,603.85,C
114-08210,2018-05-14 16:00:00,10.75,10.00,29.00,522.47,C
114-08210,2018-05-14 17:00:00,8.03,10.00,29.00,699.00,C
114-08210,2018-05-14 18:00:00,12.57,12.00,29.00,446.56,C
114-08210,2018-05-14 19:00:00,12.37,13.00,29.00,453.80,B
114-08210,2018-05-14 20:00:00,10.74,13.00,29.00,522.76,B
114-08210,2018-05-14 21:00:00,14.65,13.00,29.00,383.39,B
114-08210,2018-05-14 22:00:00,11.88,12.00,29.00,472.73,B
114-08210,2018-05-14 23:00:00,14.48,13.00,29.00,387.72,A
114-11377,2018-05-14 00:00:00,22.00,17.00,32.00,111.41,A
114-11377,2018-05-14 01:00:00,18.00,10.00,32.00,136.16,A
114-11377,2018-05-14 02:00:00,17.56,13.00,32.00,139.57,A
114-11377,2018-05-14 05:00:00,20.27,13.00,32.00,120.93,B
114-11377,2018-05-14 06:00:00,11.40,11.00,32.00,215.05,C
114-11377,2018-05-14 07:00:00,9.72,9.00,32.00,252.06,C
114-11377,2018-05-14 08:00:00,9.38,8.00,32.00,261.25,C
114-11377,2018-05-14 09:00:00,8.17,8.00,32.00,300.06,C
114-11377,2018-05-14 10:00:00,12.27,8.00,32.00,199.76,C
114-11377,2018-05-14 11:00:00,10.18,10.00,32.00,240.70,C
114-11377,2018-05-14 12:00:00,12.58,10.00,32.00,194.87,C
114-11377,2018-05-14 13:00:00,7.89,9.00,32.00,310.53,B
114-11377,2018-05-14 14:00:00,8.66,9.00,32.00,282.90,B
114-11377,2018-05-14 15:00:00,4.58,9.00,32.00,535.71,B
114-11377,2018-05-14 16:00:00,6.70,9.00,32.00,365.79,B
114-11377,2018-05-14 17:00:00,7.05,8.00,32.00,347.47,C
114-11377,2018-05-14 18:00:00,8.14,9.00,32.00,301.18,C
114-11377,2018-05-14 19:00:00,12.04,9.00,32.00,203.55,B
114-11377,2018-05-14 20:00:00,10.86,12.00,32.00,225.68,B
114-11377,2018-05-14 21:00:00,18.64,11.00,32.00,131.51,B
114-11377,2018-05-14 22:00:00,17.72,13.00,32.00,138.32,A
114-11377,2018-05-14 23:00:00,11.14,14.00,32.00,219.96,B
114-10167,2018-05-14 00:00:00,13.00,16.00,31.00,168.51,A
114-10167,2018-05-14 02:00:00,25.00,11.00,31.00,87.62,A
114-10167,2018-05-14 04:00:00,20.00,18.00,31.00,109.53,A
114-10167,2018-05-14 05:00:00,9.51,15.00,31.00,230.39,A
114-10167,2018-05-14 06:00:00,16.02,15.00,31.00,136.73,B
114-10167,2018-05-14 07:00:00,12.39,12.00,31.00,176.74,B
114-10167,2018-05-14 08:00:00,12.59,12.00,31.00,173.99,C
114-10167,2018-05-14 09:00:00,11.70,12.00,31.00,187.17,C
114-10167,2018-05-14 10:00:00,10.10,13.00,31.00,216.93,B
114-10167,2018-05-14 11:00:00,13.03,13.00,31.00,168.18,B
114-10167,2018-05-14 12:00:00,14.78,13.00,31.00,148.20,C
114-10167,2018-05-14 13:00:00,14.88,12.00,31.00,147.19,C
114-10167,2018-05-14 14:00:00,13.65,13.00,31.00,160.53,C
114-10167,2018-05-14 15:00:00,17.49,13.00,31.00,125.24,C
114-10167,2018-05-14 16:00:00,17.64,13.00,31.00,124.22,C
114-10167,2018-05-14 17:00:00,7.94,12.00,31.00,275.80,C
114-10167,2018-05-14 18:00:00,13.13,13.00,31.00,166.87,C
114-10167,2018-05-14 19:00:00,19.92,15.00,31.00,109.97,B
114-10167,2018-05-14 20:00:00,15.25,12.00,31.00,143.67,B
114-10167,2018-05-14 21:00:00,17.22,14.00,31.00,127.24,A
114-10167,2018-05-14 22:00:00,20.00,14.00,31.00,109.53,A
114-10167,2018-05-14 23:00:00,20.14,16.00,31.00,108.77,A
114N04549,2018-05-14 00:00:00,64.00,56.00,68.00,4.16,A
114N04549,2018-05-14 01:00:00,67.76,64.00,68.00,3.93,A
114N04549,2018-05-14 02:00:00,57.00,63.00,68.00,4.67,A
114N04549,2018-05-14 03:00:00,58.00,62.00,68.00,4.59,A
114N04549,2018-05-14 04:00:00,61.00,63.00,68.00,4.36,A
114N04549,2018-05-14 05:00:00,58.29,60.00,68.00,4.56,B
114N04549,2018-05-14 06:00:00,44.52,52.00,68.00,5.98,B
114N04549,2018-05-14 07:00:00,33.92,36.00,68.00,7.84,C
114N04549,2018-05-14 08:00:00,27.54,33.00,68.00,9.66,B
114N04549,2018-05-14 09:00:00,34.69,39.00,68.00,7.67,B
114N04549,2018-05-14 10:00:00,56.82,51.00,68.00,4.68,C
114N04549,2018-05-14 11:00:00,52.28,53.00,68.00,5.09,B
114N04549,2018-05-14 12:00:00,50.85,47.00,68.00,5.23,B
114N04549,2018-05-14 13:00:00,46.98,45.00,68.00,5.66,B
114N04549,2018-05-14 14:00:00,39.44,36.00,68.00,6.75,B
114N04549,2018-05-14 15:00:00,34.38,36.00,68.00,7.74,A
114N04549,2018-05-14 16:00:00,37.34,39.00,68.00,7.13,B
114N04549,2018-05-14 17:00:00,29.26,39.00,68.00,9.09,A
114N04549,2018-05-14 18:00:00,41.73,44.00,68.00,6.38,A
114N04549,2018-05-14 19:00:00,52.78,53.00,68.00,5.04,A
114N04549,2018-05-14 20:00:00,55.00,54.00,68.00,4.84,A
114N04549,2018-05-14 21:00:00,63.00,49.00,68.00,4.22,A
114N04549,2018-05-14 22:00:00,59.00,44.00,68.00,4.51,A
114N04549,2018-05-14 23:00:00,59.78,59.00,68.00,4.45,A
114-10168,2018-05-14 00:00:00,8.00,17.00,30.00,364.73,A
114-10168,2018-05-14 02:00:00,24.46,10.00,30.00,119.31,A
114-10168,2018-05-14 04:00:00,22.00,18.00,30.00,132.63,A
114-10168,2018-05-14 05:00:00,14.51,15.00,30.00,201.07,A
114-10168,2018-05-14 06:00:00,13.99,12.00,30.00,208.57,B
114-10168,2018-05-14 07:00:00,12.12,11.00,30.00,240.65,C
114-10168,2018-05-14 08:00:00,9.68,9.00,30.00,301.30,C
114-10168,2018-05-14 09:00:00,10.41,9.00,30.00,280.20,C
114-10168,2018-05-14 10:00:00,10.59,11.00,30.00,275.66,C
114-10168,2018-05-14 11:00:00,10.58,12.00,30.00,275.81,B
114-10168,2018-05-14 12:00:00,10.72,12.00,30.00,272.19,C
114-10168,2018-05-14 13:00:00,12.70,11.00,30.00,229.76,C
114-10168,2018-05-14 14:00:00,12.70,11.00,30.00,229.72,B
114-10168,2018-05-14 15:00:00,13.17,12.00,30.00,221.48,B
114-10168,2018-05-14 16:00:00,9.22,10.00,30.00,316.61,B
114-10168,2018-05-14 17:00:00,10.03,10.00,30.00,290.99,B
114-10168,2018-05-14 18:00:00,14.35,11.00,30.00,203.34,C
114-10168,2018-05-14 19:00:00,10.63,13.00,30.00,274.45,C
114-10168,2018-05-14 20:00:00,12.55,11.00,30.00,232.55,C
114-10168,2018-05-14 21:00:00,9.99,12.00,30.00,292.13,B
114-10168,2018-05-14 22:00:00,10.19,12.00,30.00,286.38,A
114-10168,2018-05-14 23:00:00,15.15,16.00,30.00,192.57,B
114-10561,2018-05-14 06:00:00,10.00,10.00,25.00,37.35,A
114-10561,2018-05-14 07:00:00,6.55,9.00,25.00,57.06,A
114-10561,2018-05-14 08:00:00,8.38,9.00,25.00,44.56,B
114-10561,2018-05-14 09:00:00,10.50,8.00,25.00,35.57,B
114-10561,2018-05-14 10:00:00,7.85,9.00,25.00,47.59,A
114-10561,2018-05-14 11:00:00,9.49,10.00,25.00,39.35,A
114-10561,2018-05-14 12:00:00,7.87,12.00,25.00,47.43,A
114-10561,2018-05-14 13:00:00,8.54,9.00,25.00,43.72,A
114-10561,2018-05-14 14:00:00,6.22,10.00,25.00,60.02,A
114-10561,2018-05-14 15:00:00,6.41,8.00,25.00,58.24,A
114-10561,2018-05-14 16:00:00,5.54,10.00,25.00,67.43,A
114-10561,2018-05-14 17:00:00,13.59,10.00,25.00,27.47,B
114-10561,2018-05-14 18:00:00,7.00,10.00,25.00,53.35,A
114-10561,2018-05-14 19:00:00,8.93,10.00,25.00,41.83,A
114-10561,2018-05-14 20:00:00,7.00,10.00,25.00,53.35,A
114-10561,2018-05-14 21:00:00,14.71,11.00,25.00,25.39,A
114-11376,2018-05-14 01:00:00,10.00,26.00,22.00,43.38,A
114-11376,2018-05-14 03:00:00,8.00,,22.00,54.22,A
114-11376,2018-05-14 05:00:00,6.00,10.00,22.00,72.30,A
