tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,data_density
114+08029,2018-05-07 10:00:00,12.35,12.00,29.00,264.97,C
114+08029,2018-05-07 11:00:00,11.35,13.00,29.00,288.25,B
114+08029,2018-05-07 12:00:00,12.86,13.00,29.00,254.45,C
114+08029,2018-05-07 13:00:00,13.82,13.00,29.00,236.72,C
114+08029,2018-05-07 14:00:00,18.71,13.00,29.00,174.84,B
114+08029,2018-05-07 15:00:00,12.31,13.00,29.00,265.73,B
114+08029,2018-05-07 16:00:00,9.25,12.00,29.00,353.78,C
114+08029,2018-05-07 17:00:00,11.56,12.00,29.00,282.91,C
114+08029,2018-05-07 18:00:00,11.20,13.00,29.00,292.16,C
114+08029,2018-05-07 19:00:00,10.73,15.00,29.00,304.91,C
114+08029,2018-05-07 20:00:00,9.62,15.00,29.00,340.19,B
114+08029,2018-05-07 21:00:00,8.61,15.00,29.00,380.03,B
114+08029,2018-05-07 22:00:00,10.56,15.00,29.00,309.80,A
114+08029,2018-05-07 23:00:00,19.37,16.00,29.00,168.89,A
114-14841,2018-05-07 01:00:00,38.69,33.00,50.00,54.92,A
114-14841,2018-05-07 04:00:00,48.16,43.00,50.00,44.12,A
114-14841,2018-05-07 05:00:00,40.48,30.00,50.00,52.50,B
114-14841,2018-05-07 06:00:00,35.96,40.00,50.00,59.09,C
114-14841,2018-05-07 07:00:00,23.39,28.00,50.00,90.86,B
114-14841,2018-05-07 08:00:00,20.52,21.00,50.00,103.55,C
114-14841,2018-05-07 09:00:00,19.23,27.00,50.00,110.53,C
114-14841,2018-05-07 10:00:00,26.50,31.00,50.00,80.18,C
114-14841,2018-05-07 11:00:00,25.86,31.00,50.00,82.19,C
114-14841,2018-05-07 12:00:00,29.82,33.00,50.00,71.27,C
114-14841,2018-05-07 13:00:00,32.16,34.00,50.00,66.08,C
114-14841,2018-05-07 14:00:00,26.47,33.00,50.00,80.30,C
114-14841,2018-05-07 15:00:00,22.02,28.00,50.00,96.49,C
114-14841,2018-05-07 16:00:00,16.10,22.00,50.00,132.01,B
114-14841,2018-05-07 17:00:00,19.63,20.00,50.00,108.28,C
114-14841,2018-05-07 18:00:00,23.66,28.00,50.00,89.84,C
114-14841,2018-05-07 19:00:00,35.85,34.00,50.00,59.27,C
114-14841,2018-05-07 20:00:00,39.71,35.00,50.00,53.51,B
114-14841,2018-05-07 21:00:00,39.88,39.00,50.00,53.29,A
114-14841,2018-05-07 22:00:00,30.47,35.00,50.00,69.75,B
114-08094,2018-05-07 00:00:00,26.00,7.00,30.00,20.15,A
114-08094,2018-05-07 06:00:00,13.00,11.00,30.00,40.31,A
114-08094,2018-05-07 07:00:00,7.54,8.00,30.00,69.47,B
114-08094,2018-05-07 08:00:00,11.67,8.00,30.00,44.92,A
114-08094,2018-05-07 09:00:00,7.86,7.00,30.00,66.67,B
114-08094,2018-05-07 10:00:00,8.40,9.00,30.00,62.38,A
114-08094,2018-05-07 12:00:00,8.40,10.00,30.00,62.38,A
114-08094,2018-05-07 13:00:00,8.15,10.00,30.00,64.31,A
114-08094,2018-05-07 14:00:00,7.58,8.00,30.00,69.12,A
114-08094,2018-05-07 15:00:00,11.62,9.00,30.00,45.11,A
114-08094,2018-05-07 16:00:00,10.88,9.00,30.00,48.16,A
114-08094,2018-05-07 17:00:00,6.00,8.00,30.00,87.34,A
114-08094,2018-05-07 18:00:00,6.73,8.00,30.00,77.85,B
114-08094,2018-05-07 21:00:00,9.00,9.00,30.00,58.22,A
114-08094,2018-05-07 22:00:00,9.88,10.00,30.00,53.03,A
114-08094,2018-05-07 23:00:00,12.59,10.00,30.00,41.61,A
114-08093,2018-05-07 00:00:00,26.00,9.00,25.00,16.94,A
114-08093,2018-05-07 06:00:00,21.00,9.00,25.00,20.97,A
114-08093,2018-05-07 07:00:00,9.28,10.00,25.00,47.45,A
114-08093,2018-05-07 08:00:00,11.12,10.00,25.00,39.60,B
114-08093,2018-05-07 09:00:00,7.47,9.00,25.00,58.97,A
114-08093,2018-05-07 10:00:00,6.30,8.00,25.00,69.91,A
114-08093,2018-05-07 12:00:00,12.00,9.00,25.00,36.70,A
114-08093,2018-05-07 14:00:00,7.71,8.00,25.00,57.09,A
114-08093,2018-05-07 15:00:00,5.40,8.00,25.00,81.56,A
114-08093,2018-05-07 16:00:00,6.86,6.00,25.00,64.23,A
114-08093,2018-05-07 17:00:00,7.06,7.00,25.00,62.39,A
114-08093,2018-05-07 18:00:00,6.21,9.00,25.00,70.95,A
114-08093,2018-05-07 21:00:00,9.00,10.00,25.00,48.93,A
114-08093,2018-05-07 22:00:00,13.00,9.00,25.00,33.88,A
114-08093,2018-05-07 23:00:00,9.00,11.00,25.00,48.93,A
114+04197,2018-05-07 00:00:00,61.80,60.00,65.00,4.60,B
114+04197,2018-05-07 01:00:00,56.23,58.00,65.00,5.06,B
114+04197,2018-05-07 02:00:00,56.42,60.00,65.00,5.04,B
114+04197,2018-05-07 03:00:00,53.71,59.00,65.00,5.30,B
114+04197,2018-05-07 04:00:00,57.41,60.00,65.00,4.96,C
114+04197,2018-05-07 05:00:00,54.70,53.00,65.00,5.20,C
114+04197,2018-05-07 06:00:00,46.21,47.00,65.00,6.16,C
114+04197,2018-05-07 07:00:00,45.63,44.00,65.00,6.24,C
114+04197,2018-05-07 08:00:00,42.42,43.00,65.00,6.71,C
114+04197,2018-05-07 09:00:00,41.06,42.00,65.00,6.93,C
114+04197,2018-05-07 10:00:00,39.64,43.00,65.00,7.18,C
114+04197,2018-05-07 11:00:00,48.51,46.00,65.00,5.87,C
114+04197,2018-05-07 12:00:00,45.37,50.00,65.00,6.27,C
114+04197,2018-05-07 13:00:00,49.98,51.00,65.00,5.69,C
114+04197,2018-05-07 14:00:00,49.41,50.00,65.00,5.76,C
114+04197,2018-05-07 15:00:00,49.57,48.00,65.00,5.74,C
114+04197,2018-05-07 16:00:00,48.05,41.00,65.00,5.92,C
114+04197,2018-05-07 17:00:00,36.73,26.00,65.00,7.75,C
114+04197,2018-05-07 18:00:00,50.79,38.00,65.00,5.60,C
114+04197,2018-05-07 19:00:00,58.71,52.00,65.00,4.85,C
114+04197,2018-05-07 20:00:00,57.18,55.00,65.00,4.98,B
114+04197,2018-05-07 21:00:00,53.57,55.00,65.00,5.31,B
114+04197,2018-05-07 22:00:00,53.51,55.00,65.00,5.32,C
114+04197,2018-05-07 23:00:00,54.20,57.00,65.00,5.25,C
114+09920,2018-05-07 06:00:00,8.21,10.00,25.00,140.95,A
114+09920,2018-05-07 07:00:00,10.03,8.00,25.00,115.43,B
114+09920,2018-05-07 08:00:00,11.20,8.00,25.00,103.31,A
114+09920,2018-05-07 09:00:00,8.09,9.00,25.00,143.05,A
114+09920,2018-05-07 10:00:00,6.92,10.00,25.00,167.32,A
114+09920,2018-05-07 11:00:00,12.26,10.00,25.00,94.36,A
114+09920,2018-05-07 12:00:00,8.87,8.00,25.00,130.47,A
114+09920,2018-05-07 13:00:00,8.24,8.00,25.00,140.50,A
114+09920,2018-05-07 14:00:00,9.02,9.00,25.00,128.33,B
114+09920,2018-05-07 15:00:00,8.61,11.00,25.00,134.43,A
114+09920,2018-05-07 16:00:00,9.52,8.00,25.00,121.59,A
114+09920,2018-05-07 17:00:00,5.06,9.00,25.00,228.69,A
114+09920,2018-05-07 19:00:00,10.91,9.00,25.00,106.08,A
114+09920,2018-05-07 20:00:00,13.00,9.00,25.00,89.02,A
114+09920,2018-05-07 22:00:00,5.71,9.00,25.00,202.52,A
114+09920,2018-05-07 23:00:00,16.00,13.00,25.00,72.33,A
114+09882,2018-05-07 00:00:00,13.44,15.00,26.00,209.23,A
114+09882,2018-05-07 03:00:00,15.09,17.00,26.00,186.39,A
114+09882,2018-05-07 05:00:00,14.93,12.00,26.00,188.38,A
114+09882,2018-05-07 06:00:00,14.99,13.00,26.00,187.54,B
114+09882,2018-05-07 07:00:00,9.76,12.00,26.00,288.13,B
114+09882,2018-05-07 08:00:00,6.04,11.00,26.00,465.66,C
114+09882,2018-05-07 09:00:00,9.31,10.00,26.00,302.07,C
114+09882,2018-05-07 10:00:00,15.04,11.00,26.00,187.00,C
114+09882,2018-05-07 11:00:00,12.38,12.00,26.00,227.15,B
114+09882,2018-05-07 12:00:00,11.85,12.00,26.00,237.36,B
114+09882,2018-05-07 13:00:00,12.89,13.00,26.00,218.14,C
114+09882,2018-05-07 14:00:00,12.61,9.00,26.00,222.90,B
114+09882,2018-05-07 15:00:00,7.13,10.00,26.00,394.14,B
114+09882,2018-05-07 16:00:00,9.57,9.00,26.00,293.97,B
114+09882,2018-05-07 17:00:00,12.10,9.00,26.00,232.40,C
114+09882,2018-05-07 18:00:00,10.11,10.00,26.00,278.18,B
114+09882,2018-05-07 19:00:00,17.33,13.00,26.00,162.27,B
114+09882,2018-05-07 20:00:00,17.87,11.00,26.00,157.37,B
114+09882,2018-05-07 21:00:00,13.24,12.00,26.00,212.42,B
114+09882,2018-05-07 22:00:00,11.44,11.00,26.00,245.74,B
114+04194,2018-05-07 00:00:00,56.14,58.00,63.00,35.28,C
114+04194,2018-05-07 01:00:00,52.91,56.00,63.00,37.43,B
114+04194,2018-05-07 02:00:00,52.52,56.00,63.00,37.71,C
114+04194,2018-05-07 03:00:00,54.94,57.00,63.00,36.05,C
114+04194,2018-05-07 04:00:00,55.76,57.00,63.00,35.52,C
114+04194,2018-05-07 05:00:00,51.15,42.00,63.00,38.72,C
114+04194,2018-05-07 06:00:00,22.95,22.00,63.00,86.31,C
114+04194,2018-05-07 07:00:00,14.06,16.00,63.00,140.88,C
114+04194,2018-05-07 08:00:00,12.25,16.00,63.00,161.67,C
114+04194,2018-05-07 09:00:00,15.56,16.00,63.00,127.27,C
114+04194,2018-05-07 10:00:00,14.43,17.00,63.00,137.24,C
114+04194,2018-05-07 11:00:00,32.59,30.00,63.00,60.78,C
114+04194,2018-05-07 12:00:00,52.15,44.00,63.00,37.98,C
114+04194,2018-05-07 13:00:00,47.03,46.00,63.00,42.12,C
114+04194,2018-05-07 14:00:00,34.95,38.00,63.00,56.68,C
114+04194,2018-05-07 15:00:00,25.91,31.00,63.00,76.46,C
114+04194,2018-05-07 16:00:00,21.70,31.00,63.00,91.27,C
114+04194,2018-05-07 17:00:00,24.02,30.00,63.00,82.45,C
114+04194,2018-05-07 18:00:00,52.76,45.00,63.00,37.54,C
114+04194,2018-05-07 19:00:00,54.21,57.00,63.00,36.54,C
114+04194,2018-05-07 20:00:00,54.84,55.00,63.00,36.12,C
114+04194,2018-05-07 21:00:00,49.37,56.00,63.00,40.12,C
114+04194,2018-05-07 22:00:00,49.59,55.00,63.00,39.94,C
114+04194,2018-05-07 23:00:00,52.14,56.00,63.00,37.99,C
114+04196,2018-05-07 00:00:00,59.53,59.00,64.00,6.82,B
114+04196,2018-05-07 01:00:00,55.52,58.00,64.00,7.31,B
114+04196,2018-05-07 02:00:00,56.82,60.00,64.00,7.14,B
114+04196,2018-05-07 03:00:00,53.50,58.00,64.00,7.59,B
114+04196,2018-05-07 04:00:00,57.68,59.00,64.00,7.04,C
114+04196,2018-05-07 05:00:00,54.78,53.00,64.00,7.41,C
114+04196,2018-05-07 06:00:00,45.76,47.00,64.00,8.87,C
114+04196,2018-05-07 07:00:00,44.65,44.00,64.00,9.09,C
114+04196,2018-05-07 08:00:00,41.24,43.00,64.00,9.84,C
114+04196,2018-05-07 09:00:00,40.40,42.00,64.00,10.05,C
114+04196,2018-05-07 10:00:00,39.25,42.00,64.00,10.34,C
114+04196,2018-05-07 11:00:00,47.14,45.00,64.00,8.61,C
114+04196,2018-05-07 12:00:00,51.30,51.00,64.00,7.91,C
114+04196,2018-05-07 13:00:00,49.83,51.00,64.00,8.15,C
114+04196,2018-05-07 14:00:00,46.82,49.00,64.00,8.67,C
114+04196,2018-05-07 15:00:00,47.41,47.00,64.00,8.56,C
114+04196,2018-05-07 16:00:00,45.78,42.00,64.00,8.87,C
114+04196,2018-05-07 17:00:00,36.25,30.00,64.00,11.20,C
114+04196,2018-05-07 18:00:00,47.36,41.00,64.00,8.57,C
114+04196,2018-05-07 19:00:00,55.67,54.00,64.00,7.29,C
114+04196,2018-05-07 20:00:00,56.71,56.00,64.00,7.16,B
114+04196,2018-05-07 21:00:00,53.34,55.00,64.00,7.61,C
114+04196,2018-05-07 22:00:00,52.80,55.00,64.00,7.69,C
114+04196,2018-05-07 23:00:00,53.81,57.00,64.00,7.54,C
114+09881,2018-05-07 05:00:00,19.16,15.00,32.00,164.79,A
114+09881,2018-05-07 06:00:00,14.50,12.00,32.00,217.72,B
114+09881,2018-05-07 07:00:00,8.64,10.00,32.00,365.45,B
114+09881,2018-05-07 08:00:00,5.64,10.00,32.00,559.48,C
114+09881,2018-05-07 09:00:00,6.28,10.00,32.00,502.68,C
114+09881,2018-05-07 10:00:00,10.67,12.00,32.00,295.82,B
114+09881,2018-05-07 11:00:00,14.28,11.00,32.00,221.18,B
114+09881,2018-05-07 12:00:00,11.17,12.00,32.00,282.65,B
114+09881,2018-05-07 13:00:00,9.98,12.00,32.00,316.36,B
114+09881,2018-05-07 14:00:00,6.68,12.00,32.00,472.60,B
114+09881,2018-05-07 15:00:00,14.36,12.00,32.00,219.83,B
114+09881,2018-05-07 16:00:00,15.75,11.00,32.00,200.48,A
114+09881,2018-05-07 17:00:00,9.53,11.00,32.00,331.24,B
114+09881,2018-05-07 18:00:00,7.91,12.00,32.00,399.30,B
114+09881,2018-05-07 19:00:00,11.30,14.00,32.00,279.44,A
114+09881,2018-05-07 20:00:00,14.48,14.00,32.00,218.04,B
114+09881,2018-05-07 21:00:00,11.34,16.00,32.00,278.56,A
114+09881,2018-05-07 22:00:00,19.37,15.00,32.00,163.02,A
114+09881,2018-05-07 23:00:00,27.00,13.00,32.00,116.95,A
114+04634,2018-05-07 00:00:00,43.00,38.00,57.00,13.55,A
114+04634,2018-05-07 05:00:00,48.03,51.00,57.00,12.13,A
114+04634,2018-05-07 06:00:00,42.33,40.00,57.00,13.77,B
114+04634,2018-05-07 07:00:00,38.12,33.00,57.00,15.29,C
114+04634,2018-05-07 08:00:00,39.21,19.00,57.00,14.86,C
114+04634,2018-05-07 09:00:00,32.88,21.00,57.00,17.72,C
114+04634,2018-05-07 10:00:00,36.25,25.00,57.00,16.08,B
114+04634,2018-05-07 11:00:00,35.82,31.00,57.00,16.27,B
114+04634,2018-05-07 12:00:00,33.09,31.00,57.00,17.61,B
114+04634,2018-05-07 13:00:00,41.46,30.00,57.00,14.05,B
114+04634,2018-05-07 14:00:00,28.66,25.00,57.00,20.33,B
114+04634,2018-05-07 15:00:00,34.12,26.00,57.00,17.08,B
114+04634,2018-05-07 16:00:00,36.90,21.00,57.00,15.79,C
114+04634,2018-05-07 17:00:00,17.60,17.00,57.00,33.11,B
114+04634,2018-05-07 18:00:00,36.32,18.00,57.00,16.05,B
114+04634,2018-05-07 19:00:00,43.82,23.00,57.00,13.30,B
114+04634,2018-05-07 20:00:00,40.36,26.00,57.00,14.44,A
114+04634,2018-05-07 21:00:00,35.20,32.00,57.00,16.55,A
114+04634,2018-05-07 22:00:00,44.49,36.00,57.00,13.10,A
114+04630,2018-05-07 00:00:00,43.00,51.00,51.00,50.71,A
114+04630,2018-05-07 02:00:00,41.14,30.00,51.00,53.00,A
114+04630,2018-05-07 04:00:00,40.80,52.00,51.00,53.44,A
114+04630,2018-05-07 05:00:00,42.24,28.00,51.00,51.62,B
114+04630,2018-05-07 06:00:00,34.77,37.00,51.00,62.71,C
114+04630,2018-05-07 07:00:00,31.06,21.00,51.00,70.19,C
114+04630,2018-05-07 08:00:00,25.08,12.00,51.00,86.93,C
114+04630,2018-05-07 09:00:00,23.04,15.00,51.00,94.63,C
114+04630,2018-05-07 10:00:00,28.30,34.00,51.00,77.05,C
114+04630,2018-05-07 11:00:00,35.08,32.00,51.00,62.15,C
114+04630,2018-05-07 12:00:00,38.23,39.00,51.00,57.04,C
114+04630,2018-05-07 13:00:00,36.29,35.00,51.00,60.09,C
114+04630,2018-05-07 14:00:00,37.78,32.00,51.00,57.71,C
114+04630,2018-05-07 15:00:00,38.84,32.00,51.00,56.13,C
114+04630,2018-05-07 16:00:00,30.36,25.00,51.00,71.81,C
114+04630,2018-05-07 17:00:00,30.38,21.00,51.00,71.77,C
114+04630,2018-05-07 18:00:00,35.92,38.00,51.00,60.70,C
114+04630,2018-05-07 19:00:00,35.26,28.00,51.00,61.84,C
114+04630,2018-05-07 20:00:00,33.15,40.00,51.00,65.76,B
114+04630,2018-05-07 21:00:00,37.45,35.00,51.00,58.22,B
114+04630,2018-05-07 22:00:00,33.29,36.00,51.00,65.49,B
114+04630,2018-05-07 23:00:00,42.00,33.00,51.00,51.91,A
114+09921,2018-05-07 01:00:00,37.00,,37.00,62.22,A
114+09921,2018-05-07 02:00:00,18.00,,37.00,127.90,A
114+09921,2018-05-07 03:00:00,20.57,,37.00,111.91,A
114+09921,2018-05-07 05:00:00,22.67,20.00,37.00,101.56,A
114+09921,2018-05-07 06:00:00,27.55,21.00,37.00,83.57,B
114+09921,2018-05-07 07:00:00,19.22,12.00,37.00,119.80,B
114+09921,2018-05-07 08:00:00,13.99,12.00,37.00,164.58,C
114+09921,2018-05-07 09:00:00,13.00,13.00,37.00,177.14,B
114+09921,2018-05-07 10:00:00,13.10,14.00,37.00,175.73,C
114+09921,2018-05-07 11:00:00,12.89,14.00,37.00,178.65,C
114+09921,2018-05-07 12:00:00,12.96,11.00,37.00,177.69,C
114+09921,2018-05-07 13:00:00,12.97,10.00,37.00,177.53,C
114+09921,2018-05-07 14:00:00,11.21,11.00,37.00,205.45,C
114+09921,2018-05-07 15:00:00,9.29,10.00,37.00,247.79,C
114+09921,2018-05-07 16:00:00,10.45,10.00,37.00,220.34,B
114+09921,2018-05-07 17:00:00,10.34,10.00,37.00,222.72,B
114+09921,2018-05-07 18:00:00,10.89,9.00,37.00,211.44,B
114+09921,2018-05-07 19:00:00,8.51,15.00,37.00,270.66,B
114+09921,2018-05-07 20:00:00,20.04,17.00,37.00,114.89,A
114+09921,2018-05-07 21:00:00,17.55,12.00,37.00,131.21,B
114+09921,2018-05-07 22:00:00,28.00,15.00,37.00,82.22,A
114+09921,2018-05-07 23:00:00,15.00,14.00,37.00,153.48,A
114-11101,2018-05-07 00:00:00,12.48,9.00,24.00,70.04,A
114-11101,2018-05-07 06:00:00,6.00,8.00,24.00,145.67,A
114-11101,2018-05-07 07:00:00,4.00,12.00,24.00,218.51,A
114-11101,2018-05-07 08:00:00,12.00,8.00,24.00,72.84,A
114-11101,2018-05-07 09:00:00,12.33,9.00,24.00,70.88,A
114-11101,2018-05-07 10:00:00,18.00,8.00,24.00,48.56,A
114-11101,2018-05-07 12:00:00,12.09,8.00,24.00,72.30,A
114-11101,2018-05-07 13:00:00,6.63,7.00,24.00,131.80,A
114-11101,2018-05-07 14:00:00,9.46,7.00,24.00,92.35,A
114-11101,2018-05-07 15:00:00,17.35,8.00,24.00,50.39,A
114-11101,2018-05-07 17:00:00,7.87,7.00,24.00,110.99,A
114-11101,2018-05-07 18:00:00,5.00,6.00,24.00,174.81,A
114-10499,2018-05-07 11:00:00,5.00,8.00,21.00,55.27,A
114-10499,2018-05-07 14:00:00,14.00,7.00,21.00,19.74,A
114-10499,2018-05-07 15:00:00,6.00,7.00,21.00,46.05,A
114-10499,2018-05-07 17:00:00,10.00,6.00,21.00,27.63,A
114-15700,2018-05-07 00:00:00,60.65,18.00,52.00,24.64,A
114-15700,2018-05-07 01:00:00,54.00,,52.00,27.67,A
114-15700,2018-05-07 04:00:00,35.56,22.00,52.00,42.03,A
114-15700,2018-05-07 05:00:00,25.85,19.00,52.00,57.82,A
114-15700,2018-05-07 06:00:00,19.76,17.00,52.00,75.61,A
114-15700,2018-05-07 07:00:00,10.65,8.00,52.00,140.38,B
114-15700,2018-05-07 08:00:00,12.49,5.00,52.00,119.67,B
114-15700,2018-05-07 09:00:00,12.14,10.00,52.00,123.10,B
114-15700,2018-05-07 10:00:00,22.67,14.00,52.00,65.91,A
114-15700,2018-05-07 11:00:00,19.37,15.00,52.00,77.16,B
114-15700,2018-05-07 12:00:00,14.11,18.00,52.00,105.89,B
114-15700,2018-05-07 13:00:00,16.47,14.00,52.00,90.74,B
114-15700,2018-05-07 14:00:00,17.70,13.00,52.00,84.42,C
114-15700,2018-05-07 15:00:00,14.41,12.00,52.00,103.72,B
114-15700,2018-05-07 16:00:00,8.64,14.00,52.00,172.95,A
114-15700,2018-05-07 17:00:00,15.43,11.00,52.00,96.86,A
114-15700,2018-05-07 18:00:00,16.26,13.00,52.00,91.88,B
114-15700,2018-05-07 19:00:00,22.48,18.00,52.00,66.49,A
114-15700,2018-05-07 20:00:00,31.81,17.00,52.00,46.98,A
114-15700,2018-05-07 21:00:00,14.12,20.00,52.00,105.85,A
114-15700,2018-05-07 22:00:00,24.00,17.00,52.00,62.27,A
114-15700,2018-05-07 23:00:00,28.47,17.00,52.00,52.50,A
114-15701,2018-05-07 00:00:00,63.46,32.00,52.00,58.33,A
114-15701,2018-05-07 04:00:00,39.21,26.00,52.00,94.38,B
114-15701,2018-05-07 05:00:00,33.15,32.00,52.00,111.64,C
114-15701,2018-05-07 06:00:00,19.22,30.00,52.00,192.56,C
114-15701,2018-05-07 07:00:00,14.66,20.00,52.00,252.38,C
114-15701,2018-05-07 08:00:00,16.03,16.00,52.00,230.90,C
114-15701,2018-05-07 09:00:00,16.21,19.00,52.00,228.40,C
114-15701,2018-05-07 10:00:00,21.16,27.00,52.00,174.94,C
114-15701,2018-05-07 11:00:00,21.89,25.00,52.00,169.05,C
114-15701,2018-05-07 12:00:00,16.50,23.00,52.00,224.26,C
114-15701,2018-05-07 13:00:00,20.60,23.00,52.00,179.63,C
114-15701,2018-05-07 14:00:00,20.79,24.00,52.00,177.99,C
114-15701,2018-05-07 15:00:00,18.16,24.00,52.00,203.80,C
114-15701,2018-05-07 16:00:00,21.80,23.00,52.00,169.74,C
114-15701,2018-05-07 17:00:00,17.81,23.00,52.00,207.81,B
114-15701,2018-05-07 18:00:00,20.83,24.00,52.00,177.72,C
114-15701,2018-05-07 19:00:00,23.92,27.00,52.00,154.72,B
114-15701,2018-05-07 20:00:00,31.96,32.00,52.00,115.79,B
114-15701,2018-05-07 21:00:00,31.13,33.00,52.00,118.88,B
114-15701,2018-05-07 22:00:00,33.16,27.00,52.00,111.62,A
114-15701,2018-05-07 23:00:00,43.62,35.00,52.00,84.86,A
114N04552,2018-05-07 02:00:00,68.00,49.00,71.00,15.70,A
114N04552,2018-05-07 05:00:00,64.25,58.00,71.00,16.62,B
114N04552,2018-05-07 06:00:00,57.70,55.00,71.00,18.51,C
114N04552,2018-05-07 07:00:00,26.59,30.00,71.00,40.15,C
114N04552,2018-05-07 08:00:00,10.32,17.00,71.00,103.43,C
114N04552,2018-05-07 09:00:00,16.73,18.00,71.00,63.82,C
114N04552,2018-05-07 10:00:00,32.71,44.00,71.00,32.65,B
114N04552,2018-05-07 11:00:00,58.15,46.00,71.00,18.36,A
114N04552,2018-05-07 12:00:00,32.35,22.00,71.00,33.00,B
114N04552,2018-05-07 13:00:00,52.50,21.00,71.00,20.34,A
114N04552,2018-05-07 14:00:00,19.95,17.00,71.00,53.52,B
114N04552,2018-05-07 15:00:00,13.01,13.00,71.00,82.07,B
114N04552,2018-05-07 16:00:00,13.14,14.00,71.00,81.27,B
114N04552,2018-05-07 17:00:00,12.68,17.00,71.00,84.23,B
114N04552,2018-05-07 18:00:00,16.84,22.00,71.00,63.39,A
114N04552,2018-05-07 19:00:00,66.00,30.00,71.00,16.18,A
114N04552,2018-05-07 21:00:00,63.00,28.00,71.00,16.95,A
114N04551,2018-05-07 00:00:00,64.00,59.00,69.00,30.90,A
114N04551,2018-05-07 01:00:00,68.00,63.00,69.00,29.08,A
114N04551,2018-05-07 02:00:00,61.42,63.00,69.00,32.20,A
114N04551,2018-05-07 03:00:00,16.02,61.00,69.00,123.45,B
114N04551,2018-05-07 04:00:00,73.28,62.00,69.00,26.99,A
114N04551,2018-05-07 05:00:00,64.21,59.00,69.00,30.80,B
114N04551,2018-05-07 06:00:00,60.28,55.00,69.00,32.81,B
114N04551,2018-05-07 07:00:00,24.73,28.00,69.00,79.96,C
114N04551,2018-05-07 08:00:00,15.94,23.00,69.00,124.07,B
114N04551,2018-05-07 09:00:00,36.58,24.00,69.00,54.05,B
114N04551,2018-05-07 10:00:00,52.74,50.00,69.00,37.49,B
114N04551,2018-05-07 11:00:00,53.81,52.00,69.00,36.75,B
114N04551,2018-05-07 12:00:00,42.06,30.00,69.00,47.01,C
114N04551,2018-05-07 13:00:00,50.72,24.00,69.00,38.99,B
114N04551,2018-05-07 14:00:00,29.92,22.00,69.00,66.10,C
114N04551,2018-05-07 15:00:00,24.77,17.00,69.00,79.83,C
114N04551,2018-05-07 16:00:00,24.37,16.00,69.00,81.15,B
114N04551,2018-05-07 17:00:00,18.73,18.00,69.00,105.57,B
114N04551,2018-05-07 18:00:00,23.95,25.00,69.00,82.55,B
114N04551,2018-05-07 19:00:00,55.91,36.00,69.00,35.37,A
114N04551,2018-05-07 20:00:00,60.00,53.00,69.00,32.96,A
114N04551,2018-05-07 21:00:00,53.47,15.00,69.00,36.98,A
114N04551,2018-05-07 22:00:00,60.00,23.00,69.00,32.96,A
114N04551,2018-05-07 23:00:00,60.46,54.00,69.00,32.71,A
114-10098,2018-05-07 05:00:00,6.00,,34.00,37.62,A
114-10098,2018-05-07 06:00:00,35.00,,34.00,6.45,A
114-10098,2018-05-07 07:00:00,21.00,,34.00,10.75,A
114-10098,2018-05-07 08:00:00,6.76,,34.00,33.39,A
114-10098,2018-05-07 09:00:00,8.70,,34.00,25.95,A
114-10098,2018-05-07 10:00:00,5.09,,34.00,44.34,A
114-10098,2018-05-07 12:00:00,13.28,,34.00,17.00,A
114-10098,2018-05-07 13:00:00,7.03,,34.00,32.10,A
114-10098,2018-05-07 14:00:00,6.00,,34.00,37.62,A
114-10098,2018-05-07 15:00:00,9.25,,34.00,24.40,A
114-10098,2018-05-07 16:00:00,22.00,,34.00,10.26,A
114-10098,2018-05-07 17:00:00,5.11,,34.00,44.20,A
114-10098,2018-05-07 18:00:00,8.42,,34.00,26.80,B
114-10098,2018-05-07 19:00:00,14.05,,34.00,16.07,A
114-10098,2018-05-07 20:00:00,10.96,,34.00,20.60,A
114-10098,2018-05-07 21:00:00,37.00,,34.00,6.10,A
114+10501,2018-05-07 17:00:00,3.00,,19.00,92.11,A
114N10562,2018-05-07 01:00:00,22.00,,28.00,12.49,A
114N10562,2018-05-07 05:00:00,13.55,17.00,28.00,20.28,A
114N10562,2018-05-07 06:00:00,11.52,11.00,28.00,23.85,A
114N10562,2018-05-07 07:00:00,8.21,8.00,28.00,33.45,A
114N10562,2018-05-07 08:00:00,10.79,9.00,28.00,25.47,A
114N10562,2018-05-07 09:00:00,7.69,8.00,28.00,35.74,A
114N10562,2018-05-07 10:00:00,8.28,8.00,28.00,33.20,A
114N10562,2018-05-07 11:00:00,11.24,8.00,28.00,24.44,B
114N10562,2018-05-07 12:00:00,7.00,7.00,28.00,39.25,A
114N10562,2018-05-07 13:00:00,4.67,8.00,28.00,58.87,A
114N10562,2018-05-07 14:00:00,7.50,8.00,28.00,36.63,A
114N10562,2018-05-07 15:00:00,8.00,6.00,28.00,34.34,A
114N10562,2018-05-07 16:00:00,9.55,8.00,28.00,28.78,A
114N10562,2018-05-07 17:00:00,7.96,8.00,28.00,34.51,A
114N10562,2018-05-07 18:00:00,12.29,9.00,28.00,22.36,A
114N10562,2018-05-07 19:00:00,19.80,9.00,28.00,13.88,A
114N10562,2018-05-07 20:00:00,16.00,9.00,28.00,17.17,A
