Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
175	09:47:33	09:47:33	09:47:33	09:47:33	09:47:33	09:47:33			09:47:33	09:47:33	09:47:35	09:47:35	09:47:35	09:47:35	09:47:35	09:47:35			09:47:37	09:47:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
176	09:47:37	09:47:37	09:47:37	09:47:37	09:47:37	09:47:37			09:47:37	09:47:37	09:47:39	09:47:39	09:47:40	09:47:40	09:47:40	09:47:40			09:47:41	09:47:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	09:47:41	09:47:41	09:47:41	09:47:41	09:47:41	09:47:41			09:47:41	09:47:41	09:47:43	09:47:43	09:47:43	09:47:43	09:47:43	09:47:43			09:47:44	09:47:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	09:47:44	09:47:44	09:47:44	09:47:44	09:47:44	09:47:44			09:47:44	09:47:44	09:47:47	09:47:47	09:47:47	09:47:47	09:47:47	09:47:47			09:47:48	09:47:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
179	09:47:48	09:47:48	09:47:48	09:47:48	09:47:48	09:47:48			09:47:48	09:47:48	09:47:50	09:47:50	09:47:50	09:47:50	09:47:50	09:47:50			09:47:51	09:47:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
180	09:47:51	09:47:51	09:47:51	09:47:51	09:47:52	09:47:52	09:47:52	09:47:52	09:47:52	09:47:52	09:47:54	09:47:54	09:47:54	09:47:54	09:47:54	09:47:54	09:47:54	09:47:54	09:47:57	09:47:57		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
181	09:47:57	09:47:57	09:47:57	09:47:57	09:47:57	09:47:57			09:47:57	09:47:57	09:48:00	09:48:00	09:48:00	09:48:00	09:48:00	09:48:00			09:48:00	09:48:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
182	09:48:00	09:48:00	09:48:00	09:48:00	09:48:01	09:48:01			09:48:01	09:48:01	09:48:03	09:48:03	09:48:03	09:48:03	09:48:03	09:48:03			09:48:04	09:48:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
183	09:48:04	09:48:04	09:48:04	09:48:04	09:48:04	09:48:04			09:48:04	09:48:04	09:48:07	09:48:07	09:48:07	09:48:07	09:48:07	09:48:07			09:48:07	09:48:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
184	09:48:07	09:48:07	09:48:07	09:48:07	09:48:08	09:48:08			09:48:08	09:48:08	09:48:10	09:48:10	09:48:10	09:48:10	09:48:10	09:48:10			09:48:11	09:48:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
185	09:48:11	09:48:11	09:48:11	09:48:11	09:48:12	09:48:12			09:48:12	09:48:12	09:48:15	09:48:15	09:48:15	09:48:15	09:48:15	09:48:15			09:48:15	09:48:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
186	09:48:15	09:48:15	09:48:15	09:48:15	09:48:16	09:48:16			09:48:16	09:48:16	09:48:18	09:48:18	09:48:18	09:48:18	09:48:18	09:48:18			09:48:19	09:48:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
187	09:48:19	09:48:19	09:48:19	09:48:19	09:48:19	09:48:19			09:48:19	09:48:19	09:48:22	09:48:22	09:48:22	09:48:22	09:48:22	09:48:22			09:48:23	09:48:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
188	09:48:23	09:48:23	09:48:23	09:48:23	09:48:23	09:48:23			09:48:23	09:48:23	09:48:26	09:48:26	09:48:26	09:48:26	09:48:26	09:48:26			09:48:27	09:48:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
189	09:48:27	09:48:27	09:48:27	09:48:27	09:48:27	09:48:27			09:48:27	09:48:27	09:48:30	09:48:30	09:48:30	09:48:30	09:48:30	09:48:30			09:48:31	09:48:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
190	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:31	09:48:35	09:48:35	09:48:35	09:48:35	09:48:35	09:48:35	09:48:35	09:48:35	09:48:37	09:48:37		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
191	09:48:38	09:48:38	09:48:38	09:48:38	09:48:38	09:48:38			09:48:38	09:48:38	09:48:40	09:48:40	09:48:40	09:48:40	09:48:40	09:48:40			09:48:41	09:48:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
192	09:48:41	09:48:41	09:48:41	09:48:41	09:48:41	09:48:41			09:48:41	09:48:41	09:48:44	09:48:44	09:48:44	09:48:44	09:48:44	09:48:44			09:48:45	09:48:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
193	09:48:45	09:48:45	09:48:45	09:48:45	09:48:45	09:48:45			09:48:45	09:48:45	09:48:47	09:48:47	09:48:47	09:48:47	09:48:47	09:48:47			09:48:48	09:48:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
194	09:48:48	09:48:48	09:48:48	09:48:48	09:48:49	09:48:49			09:48:49	09:48:49	09:48:51	09:48:51	09:48:51	09:48:51	09:48:51	09:48:51			09:48:53	09:48:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
195	09:48:53	09:48:53	09:48:53	09:48:53	09:48:53	09:48:53			09:48:53	09:48:53	09:48:56	09:48:56	09:48:56	09:48:56	09:48:56	09:48:56			09:48:57	09:48:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
196	09:48:57	09:48:57	09:48:57	09:48:57	09:48:57	09:48:57			09:48:57	09:48:57	09:49:00	09:49:00	09:49:00	09:49:00	09:49:00	09:49:00			09:49:00	09:49:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
197	09:49:01	09:49:01	09:49:01	09:49:01	09:49:01	09:49:01			09:49:01	09:49:01	09:49:03	09:49:03	09:49:03	09:49:03	09:49:03	09:49:03			09:49:04	09:49:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
198	09:49:04	09:49:04	09:49:04	09:49:04	09:49:04	09:49:04			09:49:04	09:49:04	09:49:07	09:49:07	09:49:07	09:49:07	09:49:07	09:49:07			09:49:08	09:49:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
199	09:49:08	09:49:08	09:49:08	09:49:08	09:49:08	09:49:08			09:49:08	09:49:08	09:49:11	09:49:11	09:49:11	09:49:11	09:49:11	09:49:11			09:49:12	09:49:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
200	09:49:12	09:49:12	09:49:12	09:49:12	09:49:12	09:49:12	09:49:12	09:49:13	09:49:13	09:49:13	09:49:16	09:49:16	09:49:16	09:49:16	09:49:16	09:49:16	09:49:16	09:49:16	09:49:18	09:49:18		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
201	09:49:19	09:49:19	09:49:19	09:49:19	09:49:19	09:49:19			09:49:19	09:49:19	09:49:21	09:49:21	09:49:21	09:49:21	09:49:21	09:49:21			09:49:22	09:49:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
202	09:49:22	09:49:22	09:49:22	09:49:22	09:49:23	09:49:23			09:49:23	09:49:23	09:49:25	09:49:25	09:49:25	09:49:25	09:49:25	09:49:25			09:49:26	09:49:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
203	09:49:26	09:49:26	09:49:26	09:49:26	09:49:26	09:49:26			09:49:26	09:49:26	09:49:29	09:49:29	09:49:29	09:49:29	09:49:29	09:49:29			09:49:29	09:49:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
204	09:49:30	09:49:30	09:49:30	09:49:30	09:49:30	09:49:30			09:49:30	09:49:30	09:49:32	09:49:32	09:49:32	09:49:32	09:49:32	09:49:32			09:49:33	09:49:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
205	09:49:33	09:49:33	09:49:33	09:49:33	09:49:33	09:49:33			09:49:33	09:49:33	09:49:36	09:49:36	09:49:36	09:49:36	09:49:36	09:49:36			09:49:37	09:49:37		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:03
206	09:49:37	09:49:37	09:49:37	09:49:37	09:49:37	09:49:37			09:49:37	09:49:37	09:49:40	09:49:40	09:49:40	09:49:40	09:49:40	09:49:40			09:49:41	09:49:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
207	09:49:41	09:49:41	09:49:41	09:49:41	09:49:41	09:49:41			09:49:41	09:49:41	09:49:43	09:49:43	09:49:43	09:49:43	09:49:43	09:49:43			09:49:45	09:49:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
208	09:49:45	09:49:45	09:49:45	09:49:45	09:49:45	09:49:45			09:49:45	09:49:45	09:49:47	09:49:47	09:49:47	09:49:47	09:49:47	09:49:47			09:49:48	09:49:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
209	09:49:48	09:49:48	09:49:48	09:49:48	09:49:49	09:49:49			09:49:49	09:49:49	09:49:51	09:49:51	09:49:51	09:49:51	09:49:51	09:49:51			09:49:52	09:49:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
210	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:52	09:49:55	09:49:55	09:49:55	09:49:55	09:49:55	09:49:55	09:49:55	09:49:55	09:49:57	09:49:57		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
211	09:49:57	09:49:57	09:49:57	09:49:57	09:49:57	09:49:57			09:49:57	09:49:57	09:50:00	09:50:00	09:50:00	09:50:00	09:50:00	09:50:00			09:50:01	09:50:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
212	09:50:01	09:50:01	09:50:01	09:50:01	09:50:02	09:50:02			09:50:02	09:50:02	09:50:04	09:50:04	09:50:04	09:50:04	09:50:04	09:50:04			09:50:05	09:50:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
213	09:50:05	09:50:05	09:50:05	09:50:05	09:50:05	09:50:05			09:50:05	09:50:05	09:50:07	09:50:07	09:50:07	09:50:07	09:50:07	09:50:07			09:50:08	09:50:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
214	09:50:08	09:50:08	09:50:08	09:50:08	09:50:09	09:50:09			09:50:09	09:50:09	09:50:11	09:50:11	09:50:11	09:50:11	09:50:11	09:50:11			09:50:12	09:50:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
215	09:50:12	09:50:12	09:50:12	09:50:12	09:50:13	09:50:13			09:50:13	09:50:13	09:50:15	09:50:15	09:50:15	09:50:15	09:50:15	09:50:15			09:50:16	09:50:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
216	09:50:16	09:50:16	09:50:16	09:50:16	09:50:16	09:50:16			09:50:16	09:50:16	09:50:19	09:50:19	09:50:19	09:50:19	09:50:19	09:50:19			09:50:20	09:50:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
217	09:50:20	09:50:20	09:50:20	09:50:20	09:50:20	09:50:20			09:50:20	09:50:20	09:50:22	09:50:22	09:50:22	09:50:22	09:50:22	09:50:22			09:50:23	09:50:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
218	09:50:24	09:50:24	09:50:24	09:50:24	09:50:24	09:50:24			09:50:24	09:50:24	09:50:26	09:50:26	09:50:26	09:50:26	09:50:26	09:50:26			09:50:27	09:50:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
219	09:50:27	09:50:27	09:50:27	09:50:27	09:50:27	09:50:27			09:50:27	09:50:27	09:50:30	09:50:30	09:50:30	09:50:30	09:50:30	09:50:30			09:50:30	09:50:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
220	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:31	09:50:34	09:50:34	09:50:34	09:50:34	09:50:34	09:50:34	09:50:34	09:50:34	09:50:36	09:50:36		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
221	09:50:37	09:50:37	09:50:37	09:50:37	09:50:37	09:50:37			09:50:37	09:50:37	09:50:39	09:50:39	09:50:39	09:50:39	09:50:39	09:50:39			09:50:40	09:50:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
222	09:50:40	09:50:40	09:50:40	09:50:40	09:50:40	09:50:40			09:50:40	09:50:40	09:50:43	09:50:43	09:50:43	09:50:43	09:50:43	09:50:43			09:50:43	09:50:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
223	09:50:44	09:50:44	09:50:44	09:50:44	09:50:44	09:50:44			09:50:44	09:50:44	09:50:46	09:50:46	09:50:46	09:50:46	09:50:46	09:50:46			09:50:47	09:50:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
224	09:50:47	09:50:47	09:50:47	09:50:47	09:50:47	09:50:47			09:50:47	09:50:47	09:50:50	09:50:50	09:50:50	09:50:50	09:50:50	09:50:50			09:50:50	09:50:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
225	09:50:51	09:50:51	09:50:51	09:50:51	09:50:51	09:50:51			09:50:51	09:50:51	09:50:54	09:50:54	09:50:54	09:50:54	09:50:54	09:50:54			09:50:54	09:50:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
226	09:50:54	09:50:55	09:50:55	09:50:55	09:50:55	09:50:55			09:50:55	09:50:55	09:50:58	09:50:58	09:50:58	09:50:58	09:50:58	09:50:58			09:50:58	09:50:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
227	09:50:59	09:50:59	09:50:59	09:50:59	09:50:59	09:50:59			09:50:59	09:50:59	09:51:01	09:51:01	09:51:01	09:51:01	09:51:01	09:51:01			09:51:02	09:51:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
228	09:51:02	09:51:02	09:51:02	09:51:02	09:51:03	09:51:03			09:51:03	09:51:03	09:51:05	09:51:05	09:51:05	09:51:05	09:51:05	09:51:05			09:51:06	09:51:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
229	09:51:06	09:51:06	09:51:06	09:51:06	09:51:06	09:51:06			09:51:06	09:51:06	09:51:09	09:51:09	09:51:09	09:51:09	09:51:09	09:51:09			09:51:10	09:51:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
230	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:10	09:51:14	09:51:14	09:51:14	09:51:14	09:51:14	09:51:14	09:51:14	09:51:14	09:51:16	09:51:16		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
231	09:51:17	09:51:17	09:51:17	09:51:17	09:51:17	09:51:17			09:51:17	09:51:17	09:51:20	09:51:20	09:51:20	09:51:20	09:51:20	09:51:20			09:51:20	09:51:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
232	09:51:20	09:51:20	09:51:20	09:51:20	09:51:21	09:51:21			09:51:21	09:51:21	09:51:24	09:51:24	09:51:24	09:51:24	09:51:24	09:51:24			09:51:24	09:51:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
233	09:51:24	09:51:24	09:51:24	09:51:24	09:51:25	09:51:25			09:51:25	09:51:25	09:51:27	09:51:27	09:51:27	09:51:27	09:51:27	09:51:27			09:51:29	09:51:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
234	09:51:29	09:51:29	09:51:29	09:51:29	09:51:29	09:51:29			09:51:29	09:51:29	09:51:32	09:51:32	09:51:32	09:51:32	09:51:32	09:51:32			09:51:32	09:51:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
235	09:51:32	09:51:32	09:51:32	09:51:32	09:51:33	09:51:33			09:51:33	09:51:33	09:51:35	09:51:35	09:51:35	09:51:35	09:51:35	09:51:35			09:51:36	09:51:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
236	09:51:37	09:51:37	09:51:37	09:51:37	09:51:37	09:51:37			09:51:37	09:51:37	09:51:39	09:51:39	09:51:39	09:51:39	09:51:39	09:51:39			09:51:40	09:51:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
237	09:51:40	09:51:40	09:51:40	09:51:40	09:51:40	09:51:40			09:51:40	09:51:40	09:51:43	09:51:43	09:51:43	09:51:43	09:51:43	09:51:43			09:51:44	09:51:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
238	09:51:44	09:51:44	09:51:44	09:51:44	09:51:44	09:51:44			09:51:44	09:51:44	09:51:46	09:51:46	09:51:46	09:51:46	09:51:46	09:51:46			09:51:47	09:51:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
239	09:51:47	09:51:47	09:51:47	09:51:47	09:51:48	09:51:48			09:51:48	09:51:48	09:51:50	09:51:50	09:51:50	09:51:50	09:51:50	09:51:50			09:51:51	09:51:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
240	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:51	09:51:54	09:51:54	09:51:54	09:51:54	09:51:54	09:51:54	09:51:54	09:51:54	09:51:57	09:51:57		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
241	09:51:57	09:51:57	09:51:57	09:51:57	09:51:58	09:51:58			09:51:58	09:51:58	09:52:00	09:52:00	09:52:00	09:52:00	09:52:00	09:52:00			09:52:02	09:52:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
242	09:52:02	09:52:02	09:52:02	09:52:02	09:52:02	09:52:02			09:52:02	09:52:02	09:52:05	09:52:05	09:52:05	09:52:05	09:52:05	09:52:05			09:52:05	09:52:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
243	09:52:06	09:52:06	09:52:06	09:52:06	09:52:06	09:52:06			09:52:06	09:52:06	09:52:08	09:52:08	09:52:08	09:52:08	09:52:08	09:52:08			09:52:09	09:52:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
244	09:52:09	09:52:09	09:52:09	09:52:09	09:52:09	09:52:09			09:52:09	09:52:09	09:52:12	09:52:12	09:52:12	09:52:12	09:52:12	09:52:12			09:52:12	09:52:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
245	09:52:13	09:52:13	09:52:13	09:52:13	09:52:13	09:52:13			09:52:13	09:52:13	09:52:15	09:52:15	09:52:15	09:52:15	09:52:15	09:52:15			09:52:16	09:52:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
246	09:52:16	09:52:16	09:52:16	09:52:16	09:52:16	09:52:16			09:52:16	09:52:16	09:52:19	09:52:19	09:52:19	09:52:19	09:52:19	09:52:19			09:52:20	09:52:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
247	09:52:20	09:52:20	09:52:20	09:52:20	09:52:20	09:52:20			09:52:20	09:52:20	09:52:23	09:52:23	09:52:23	09:52:23	09:52:23	09:52:23			09:52:23	09:52:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
248	09:52:24	09:52:24	09:52:24	09:52:24	09:52:24	09:52:24			09:52:24	09:52:24	09:52:26	09:52:26	09:52:26	09:52:26	09:52:26	09:52:26			09:52:27	09:52:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
249	09:52:27	09:52:27	09:52:27	09:52:27	09:52:27	09:52:27			09:52:27	09:52:27	09:52:30	09:52:30	09:52:30	09:52:30	09:52:30	09:52:30			09:52:31	09:52:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
250	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:31	09:52:34	09:52:34	09:52:34	09:52:34	09:52:34	09:52:34	09:52:34	09:52:34	09:52:37	09:52:37		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
251	09:52:37	09:52:37	09:52:37	09:52:37	09:52:37	09:52:37			09:52:37	09:52:37	09:52:40	09:52:40	09:52:40	09:52:40	09:52:40	09:52:40			09:52:40	09:52:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
252	09:52:40	09:52:40	09:52:40	09:52:40	09:52:41	09:52:41			09:52:41	09:52:41	09:52:43	09:52:43	09:52:43	09:52:43	09:52:43	09:52:43			09:52:44	09:52:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
253	09:52:44	09:52:44	09:52:44	09:52:44	09:52:45	09:52:45			09:52:45	09:52:45	09:52:47	09:52:47	09:52:47	09:52:47	09:52:47	09:52:47			09:52:48	09:52:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
254	09:52:48	09:52:48	09:52:48	09:52:48	09:52:48	09:52:48			09:52:48	09:52:48	09:52:50	09:52:50	09:52:50	09:52:50	09:52:50	09:52:50			09:52:51	09:52:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
255	09:52:51	09:52:51	09:52:51	09:52:51	09:52:51	09:52:51			09:52:51	09:52:51	09:52:54	09:52:54	09:52:54	09:52:54	09:52:54	09:52:54			09:52:55	09:52:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
256	09:52:55	09:52:55	09:52:55	09:52:55	09:52:55	09:52:55			09:52:55	09:52:55	09:52:58	09:52:58	09:52:58	09:52:58	09:52:58	09:52:58			09:52:59	09:52:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
257	09:52:59	09:52:59	09:52:59	09:52:59	09:52:59	09:52:59			09:52:59	09:52:59	09:53:02	09:53:02	09:53:02	09:53:02	09:53:02	09:53:02			09:53:02	09:53:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
258	09:53:03	09:53:03	09:53:03	09:53:03	09:53:03	09:53:03			09:53:03	09:53:03	09:53:05	09:53:05	09:53:05	09:53:05	09:53:05	09:53:05			09:53:06	09:53:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
259	09:53:07	09:53:07	09:53:07	09:53:07	09:53:07	09:53:07			09:53:07	09:53:07	09:53:09	09:53:09	09:53:09	09:53:09	09:53:09	09:53:09			09:53:10	09:53:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
260	09:53:11	09:53:11	09:53:11	09:53:11	09:53:11	09:53:11	09:53:11	09:53:12	09:53:12	09:53:12	09:53:15	09:53:15	09:53:15	09:53:15	09:53:15	09:53:15	09:53:15	09:53:15	09:53:17	09:53:17		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
261	09:53:18	09:53:18	09:53:18	09:53:18	09:53:18	09:53:18			09:53:18	09:53:18	09:53:20	09:53:20	09:53:20	09:53:20	09:53:20	09:53:20			09:53:21	09:53:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
262	09:53:21	09:53:21	09:53:21	09:53:21	09:53:21	09:53:21			09:53:21	09:53:21	09:53:24	09:53:24	09:53:24	09:53:24	09:53:24	09:53:24			09:53:25	09:53:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
263	09:53:25	09:53:25	09:53:25	09:53:25	09:53:25	09:53:25			09:53:25	09:53:25	09:53:28	09:53:28	09:53:28	09:53:28	09:53:28	09:53:28			09:53:28	09:53:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
264	09:53:29	09:53:29	09:53:29	09:53:29	09:53:29	09:53:29			09:53:29	09:53:29	09:53:31	09:53:31	09:53:31	09:53:31	09:53:31	09:53:31			09:53:32	09:53:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
265	09:53:32	09:53:32	09:53:32	09:53:32	09:53:32	09:53:32			09:53:32	09:53:32	09:53:35	09:53:35	09:53:35	09:53:35	09:53:35	09:53:35			09:53:36	09:53:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
